ad_id,Type,Title,location,Price,Land_Size,Road_Type,Road_Size
HB-F35EC7,Semi,FOR SALE 2.5 ROPANI LAND AT KULESHWOR,"Kuleshwor, Kathmandu",8000000.0,40.0,LandIndividual,2.5 ROPANI
HB-F6AE98,Land - Individual,land on sale jawalakhel lalitapur 16 aana,"Chidiyaghar Marga, Dhobighat, Lalitpur, Lalitpur Metropolitan City, Lalitpur",12200000.0,16.0,Pitched,Above 20 Ft.
HB-3BD5EF,LandIndividual,Prime 1 Ropani Land for Sale in Kalanki!,"Kalanki, Kathmandu",4500000.0,16.0,Others,ThirteenToTwentyFeet
HB-F6E0E4,LandIndividual,Prime 7 Aana Land for Sale in Kalanki!,"Kalanki, Kathmandu",4500000.0,7.0,Pitched,ThirteenToTwentyFeet
HB-1021B9,Land - Individual,land on sale bhaisepati magargau lalitpur,"Ekantakuna - Tikabhairab Road, भैसेपाटी, Lalitpur-25, ललितपुर, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 13775, नेपाल",3600000.0,4.0,Gravel,13 - 20 Ft.
HB-676CE7,LandIndividual,"Land On Sale at Tikathali , Lalitpur","Tikathali (Mahalaxmi), Lalitpur",4300000.0,3.5,Pitched,ThirteenToTwentyFeet
HB-4E6E84,Land - Individual,10 Aana land on sale at raniban Kathmandu,"बुद्ध चोक, एराहिटी, Nagarjun-01, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44601, नेपाल",5200000.0,10.0,Pitched,Above 20 Ft.
HB-8DF9A4,6,जग्गा सस्तोमा तुरुन्तै बिक्रीमा।,"27DR032, Bhimeshwor Chowk, Shankharapur-09, Shankharapur, कागेश्वरी मनोहरा नगरपालिका, काठमाडौं, बागमती प्रदेश, 44603, नेपाल",2200000.0,5.99853907962016,Land - Individual,Full
HB-3BA48C,Land - Individual,"3.5 aana land on sale , kaushaltar bhaktapur","तेर्साटार, सानो थिमि, Madhyapur Thimi-02, Madhyapur Thimi, मध्यपुर थिमि नगरपालिका, भक्तपुर, बागमती प्रदेश, 44810, नेपाल",4850000.0,3.0,Pitched,13 - 20 Ft.
HB-9F8378,LandPlotted,Urgent Sell,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",2700000.0,4.2,Gravel,ThirteenToTwentyFeet
HB-4AE9A2,.,7 aana land for sale surya binayak bhaktapur,"Suryabinayak, Bhaktapur",25200000.0,7.0,ThirteenToTwentyFeet,LandIndividual
HB-7FAC08,3.1,3 AANA 1 DAM LAND FOR SALE AT BHAISEPATI,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",15500000.0,3.10000292184076,LandPlotted,Non
HB-A35BC5,LandIndividual,"Land on sale at Naxal,Kathmandu","Naxal, Kathmandu",9000000.0,15.0,Pitched,ThirteenToTwentyFeet
HB-7B1907,3.75,"3.75 AANA LAND/ HOUSE SALE AT SHOVAHITI,NAKHUDOL","nakkhudole, Nakhudole (Bhaisepati), Lalitpur",22500000.0,3.75,LandIndividual,Non
HB-C3BF94,LandPlotted,4 Aana 2dam Land for Sale in Kalanki Near NBTC!,"Kalanki, Kathmandu",6000000.0,4.0,Others,ThirteenToTwentyFeet
HB-708700,LandPlotted,4 Aana 1 paisa Land for Sale in Kalanki Near NBTC!,"Kalanki, Kathmandu",6000000.0,4.25,Others,ThirteenToTwentyFeet
HB-33E4E1,LandPlotted,4 Aana 1 paisa Land for Sale in Kalanki Near NBTC!,"Kalanki, Kathmandu",6000000.0,4.25,Others,ThirteenToTwentyFeet
HB-A9905D,LandIndividual,"Land On Sale at Changathali , Lalitpur","Changathali (Mahalaxmi), Lalitpur",2800000.0,4.5,Pitched,NineToTwelveFeet
HB-FF93A7,LandIndividual,"Land on sale at Chundevi,Kathmandu","Chundevi (Maharajgunj), Kathmandu",8500000.0,5.0,Pitched,AboveTwentyFeet
HB-0BCEE8,Land - Individual,Residential & Commercial Land for sale in Bafal,"सितापाईला, Kathmandu-13, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",6500000.0,11.0,Pitched,13 - 20 Ft.
HB-2E9AB7,Land - Individual,land on sale sunakothi lalitapur chibhal Gate 11aa,"Simako Chibahal Marg, Chibahal, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",3400000.0,11.0,Pitched,13 - 20 Ft.
HB-64A808,Land - Plotted,3/4/5 Aana land on sale at swayambhu Kathmandu,"Nagarjun-03, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",6000000.0,4.0,Gravel,13 - 20 Ft.
HB-1684C4,4,"4 aana land for sale, Near Grande Tokha","Tokha-03, टोखा, टोखा नगरपालिका, काठमाडौं, बागमती प्रदेश, 44608, नेपाल",35000000.0,4.0,Above 20 Ft.,Land - Plotted
HB-80DEA4,used,"5 aana land for sale, near Grande Tokha","टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बागमती प्रदेश, 44608, नेपाल",4500000.0,5.0,13 - 20 Ft.,Land - Individual
HB-099125,3.2 anna,Land For sell,"lolang, Goldhunga (Tarkeshwar), Kathmandu",8775000.0,3.2,NineToTwelveFeet,LandPlotted
HB-18D0F2,Land - Individual,land in saibu bhaiseyparty,"Talim Kendra Marg, Lalitpur-25, Duniya Danda Chok, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 13775, नेपाल",5600000.0,33.0,Pitched,13 - 20 Ft.
HB-E16B56,LandIndividual,5 aana dhapakhel ma direct owner saga lenu,"Dhapakhel, Lalitpur",17500000.0,5.0,Gravel,ThirteenToTwentyFeet
HB-68CB24,LandPlotted,"Plot Land for Sale in Kirtipur, Panga","Bhatkepati Chobhar Dhalpa Gamcha Salyansthan Tyangala Phant Kirtipur, Kritipur Area, Kathmandu",3500000.0,3.0,Pitched,ThirteenToTwentyFeet
HB-86D89E,Land - Individual,5..5 ana Land For Sale At Budhanilkantha KTM,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",5000000.0,5.0,Pitched,13 - 20 Ft.
HB-71A657,Land - Individual,17 Ana Land For Sale At Sukedhara Kathmandu,"Sukedhara, Kathmandu",7000000.0,17.0,Pitched,Above 20 Ft.
HB-1BF91B,Land - Individual,6 Ana Land For Sale At Sukedhara KTM Face West,"Sukedhara, Kathmandu",6700000.0,6.0,Pitched,9 - 12 Ft.
HB-F2BF3D,Land - Individual,5.5 Ana Land For Sale At Sukedhara KTM Face South,"Sukedhara, Kathmandu",7300000.0,5.0,Pitched,13 - 20 Ft.
HB-0BCB95,Land - Individual,5.5 Ana Land For Sale At Sukedhara Kathmandu,"Sukedhara, Kathmandu",7200000.0,5.0,Pitched,13 - 20 Ft.
HB-9A7D9C,Non,4 ana land on sale bhaisepati Lalitpur,"Bugal Marg, Bungamati, Lalitpur-22, Satitar, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44700, नेपाल",4500000.0,4.0,13 - 20 Ft.,Land - Plotted
HB-292534,LandIndividual,4 Aana 2 paisa Land for Sale in Salyansthan!,"kritipur, Salyansthan (Kirtipur), Kathmandu",3100000.0,4.5,Others,ThirteenToTwentyFeet
HB-1F6DD5,LandIndividual,Prime 7 Aana Land for Sale in Dhungeadda!,"dungeadda, Dhungeadda (Kalanki), Kathmandu",5000000.0,7.0,Others,ThirteenToTwentyFeet
HB-617350,LandIndividual,4 Aana Land for Sale in Dhungeadda 400m Highway!,"dungeadda, Dhungeadda (Kalanki), Kathmandu",6000000.0,4.0,Others,ThirteenToTwentyFeet
HB-B34289,LandIndividual,Prime 8 Aana Land for Sale in Dhungeadda!,"dungeadda, Dhungeadda (Kalanki), Kathmandu",6000000.0,8.0,Others,ThirteenToTwentyFeet
HB-2FAB7E,LandIndividual,Prime 4 Aana Land for Sale in Dhungeadda!,"dungeadda, Dhungeadda (Kalanki), Kathmandu",5500000.0,4.0,Others,ThirteenToTwentyFeet
HB-7179A5,Land - Individual,"3 aana land for sale, Hatigauda Budhanilkantha","गोल्फुटार मुख्य सडक, गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",4000000.0,3.0,good,9 - 12 Ft.
HB-888E54,LandIndividual,"Land on Sale at Thecho, code: GJBLOS 3516","techo, Thecho (Bajrabarahi), Lalitpur",3000000.0,6.0,Gravel,ThirteenToTwentyFeet
HB-D97971,LandIndividual,"Land on Sale at Ganeshchowk, GJBLOS 3514","budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",3200000.0,9.5,Gravel,ThirteenToTwentyFeet
HB-32EA9A,LandPlotted,Land for sale at Bhaisepati .,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",4700000.0,4.2,Pitched,ThirteenToTwentyFeet
HB-B5E36A,Land - Plotted,"6.50 aana land for sale, Hepali height, Budhanilka","Budhanilkantha-07, टोखा, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",5500000.0,6.5,Near Mills Berry School,13 - 20 Ft.
HB-3DDAFF,Land - Plotted,land on sale bhaisepati chunikhel lalitapur -4-2-a,"Bhaisepati, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",4400000.0,4.0,Pitched,13 - 20 Ft.
HB-5C905F,Land - Commercial Use,Phutung Ma 8 Aana Jagga Bikrima,"F80, Tarakeshwar, Tarakeshwar Municipality, Kathmandu",3200000.0,8.0,Pitched,13 - 20 Ft.
HB-3753B2,Land - Individual,LAND FOR SALE MID BANESHWOR OPPOSITE TO VENUS,"Hearten Cafe, देवकोटा सडक, सिर्जना टोल, बानेश्वर, Kathmandu-10, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44703, नेपाल",18000000.0,5.0,Pitched,Above 20 Ft.
HB-0325DF,Land - Individual,6Ana Land For Sale At Budhanilkantha Hepali Height,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",6500000.0,6.0,Pitched,13 - 20 Ft.
HB-A881E0,Land - Individual,10 Ana Land For Sale At Budhanilkantha Hattigauda,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",6000000.0,10.0,Pitched,13 - 20 Ft.
HB-0D1D04,Land - Individual,12Ana Land For Sale At Budhanilkantha Ganesh Chowk,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",6000000.0,12.0,Pitched,Above 20 Ft.
HB-F3C4D6,Land - Individual,4 Aana Land For Sale At Budhanilkantha Chapali,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",4300000.0,4.0,Pitched,13 - 20 Ft.
HB-C0575E,LandCommercialUse,"Commercial Land For Sale at Teku, Main Highway","Teku, Kathmandu",165000000.0,11.0,Pitched,AboveTwentyFeet
HB-3A0FCA,Land - Individual,Land on sale At Badbhanjyang,"Chandragiri-01, Chandragiri, चन्द्रागिरी नगरपालिका, काठमाडौं, बागमती प्रदेश, 44619, नेपाल",5000000.0,5.0,Gravel,13 - 20 Ft.
HB-BA92F3,Land - Individual,land on sale sunakothi lalitapur 8 aana,"Chibahal, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",3200000.0,8.0,Pitched,13 - 20 Ft.
HB-804FA3,.,5 Aana land for sale house free tyanglafat,"kritipur, Tyangala Phant (Kirtipur), Kathmandu",25000000.0,5.0,ThirteenToTwentyFeet,LandIndividual
HB-2B14DF,LandIndividual,15 aana land for sale sanepa house for free,"Sanepa, Lalitpur",13000000.0,15.0,Sanepa near cg group,AboveTwentyFeet
HB-6DFC73,LandIndividual,Land With Old House On Sale At Tokh Near Bhutkhel,"Tokha Saraswati (Tokha), Kathmandu",11000000.0,3.25,Pitched,ThirteenToTwentyFeet
HB-0AC989,LandIndividual,कलंकी नजिकै जग्गा बिक्रीमा,"Chandragiri-13, नयाँ नैकाप, चन्द्रागिरी नगरपालिका, काठमाडौं, बागमती प्रदेश, 44618, नेपाल",3500000.0,5.0,Pitched,NineToTwelveFeet
HB-C77DB3,Land - Individual,4.5 Aana Land On Sale at Kamerotar,"Madhyapur Thimi-05, Madhyapur Thimi, मध्यपुर थिमि नगरपालिका, भक्तपुर, बागमती प्रदेश, 44811, नेपाल",5100000.0,4.0,Pitched,13 - 20 Ft.
HB-96768B,.,18 Aana land for sale house free bhaisepati,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",6500000.0,18.0,ThirteenToTwentyFeet,LandIndividual
HB-F2A6BE,5,5 ANA LAND FOR SALE SUNAKOTHI LALITPUR,"Kalapa Tan Marg, Sunakothi, Lalitpur-26, Satitar, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44700, नेपाल",3500000.0,4.4996347699050405,Land - Plotted,Non
HB-82AEA2,4,0-3-3-2 ANA LAND FOR SALE AT SUNAKOTHI LALITPUR,"Wakhat, Lalitpur-27, Satitar, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44700, नेपाल",3000000.0,3.7983929875821767,Land - Plotted,Non
HB-06721B,4,3 ana 3 paisa 3 dam Land for sale Sunakothi wakhat,"Shree Bal Kumari School, Phwangasi Marg, Wakhat, Lalitpur-27, Satitar, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44700, नेपाल",2900000.0,3.7983929875821767,Land - Plotted,Non
HB-E03A44,0,5 AANA LAND FOR SALE AT SUNAKOTHI,"Sunakothi, Lalitpur",3500000.0,5.0,ThirteenToTwentyFeet,LandIndividual
HB-C2C6ED,4ana 1paisa 3 dam,Land jagga bikrima near to tikathali clubward no7,"Tikathali (Mahalaxmi), Lalitpur",2500000.0,4.0,LandIndividual,Non
HB-F398DB,LandPlotted,5 anna E facing 20ft road land for sale bhaisepati,"Alliant Insurance Brokrers, 303, थापाथली सडक, थापाथली, Kathmandu-11, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 00779, नेपाल",4100000.0,5.0,Gravel,ThirteenToTwentyFeet
HB-E75ED1,LandPlotted,"Land for sale at champi , Lalitpur","Lalitpur-25, Duniya Danda Chok, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 13775, नेपाल",1500000.0,3.5,Gravel,ThirteenToTwentyFeet
HB-1904ED,LandIndividual,"2 Ropani land for sale at Bhaisepati , Bungmati","Alliant Insurance Brokrers, 303, थापाथली सडक, थापाथली, Kathmandu-11, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 00779, नेपाल",3050000.0,32.0,Gravel,AboveTwentyFeet
HB-D4D06E,LandPlotted,"8 anna land for sale at Lalitpur, champi","Lalitpur-25, Duniya Danda Chok, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 13775, नेपाल",3500000.0,8.0,Gravel,ThirteenToTwentyFeet
HB-37681D,Land - Individual,land on sell at Budhanilkantha,"Budhanilkantha-02, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",2600000.0,10.51862673484295,Pitched,13 - 20 Ft.
HB-022191,LandIndividual,"Land Sale in Darjeeling Height, Suryabinayak","Bhaktapur City, Bhaktapur",3200000.0,3.4375,Gravel,ThirteenToTwentyFeet
HB-4C5310,Non,3 ANA 3 PAISA 3 DAM LAND FOR SALE AT SUNAKOTHI,"Sunakothi, Lalitpur",2800000.0,3.0,LandPlotted,0
HB-378ECE,LandIndividual,"Land on sale at Bashbari,Kathmandu","basbari, Bansbari, Kathmandu",6500000.0,10.0,Pitched,ThirteenToTwentyFeet
HB-FBBD80,5,land on sale sanepa lalitpur 5 aana,"Arun Thapa Murti Chowk, Sanepa, Lalitpur, Lalitpur Metropolitan City, Lalitpur",8500000.0,5.0,13 - 20 Ft.,Land - Individual
HB-C80DF9,Land - Individual,Land For Sale,"Lama Mini Mart, Annapurna Marga, Basundhara, Kathmandu Metropolitan City, Kathmandu",65000000.0,4.0,Pitched,9 - 12 Ft.
HB-D049A5,Land - Individual,5.5Ana Land For Sale At Budhanilkantha Near Temple,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",5000000.0,5.0,Pitched,13 - 20 Ft.
HB-204705,Land - Individual,80 Aana Land Sale At Budhanilkantha Washik,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",2500000.0,80.0,Gravel,13 - 20 Ft.
HB-8B6C7A,Land - Individual,4 Aana 2 Dam Land For Sale At Tokh Panchetar,"NH40, Tokha Chandeshwari, Tokha Saraswati, Tokha Municipality, Kathmandu",4000000.0,4.0,Gravel,Above 20 Ft.
HB-8BD8AA,4,land on sale bhaisepati magargau lalitpur 4 aana,"Bhaisepati, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",3700000.0,4.0,13 - 20 Ft.,Land - Individual
HB-ED2495,Land - Plotted,3 Aana 3 paisa land on sale at sitapaila Kathmandu,"Nagarjun-05, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",4300000.0,4.0,Pitched,13 - 20 Ft.
HB-E6B489,Land - Plotted,4 Aana 2 paisa land on sale at raniban Kathmandu,"Nagarjun-01, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44601, नेपाल",4700000.0,4.0,Pitched,13 - 20 Ft.
HB-54C55E,Land - Plotted,4 Aana 2 daam Land on sale at raniban Kathmandu,"Nagarjun-01, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44601, नेपाल",4600000.0,4.0,Gravel,13 - 20 Ft.
HB-8DFB8E,Land - Plotted,4 Aana land on sale at sitapaila Kathmandu,"Nagarjun-05, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",4600000.0,4.0,Pitched,13 - 20 Ft.
