Price,Location,Road_Access,Facing_Direction,Land_AREA
Rs. 65 Lac/aana,"Banasthali, Kathmandu",14 Feet /Dhalan,East,
Rs. 2.5 Lac/m,"Maharajgunj, Kathmandu",32 Feet /Paved,South,
Rs. 1.4 Lac/m,"Bafal, Kathmandu",26 Feet /Paved,South,
Rs. 1.5 Lac/m,"Bafal, Kathmandu",26 Feet /Paved,South,
Rs. 50 Lac/aana,"Budhanilkantha, Kathmandu",13 Feet /Black Topped,East,
Rs. 15.5 Lac/aana,"Lamatar, Lalitpur",13 Feet /Gravelled,East,
Rs. 16 Lac/aana,"Bungamati, Lalitpur",,North-West,13.1 aana
Rs. 2.5 Lac/aana,"Pharping, Kathmandu",19 Feet /Black Topped,South-East,
Rs. 13.5 Lac/aana,"Goldhunga, Kathmandu",7 Feet /Soil Stabilized,North-East,
Rs. 27 Lac/aana,"Thankot, Kathmandu",13 Feet /Gravelled,South,3.2 aana
Rs. 83 Lac/aana,"Panipokhari, Kathmandu",13 Feet /Soil Stabilized,East,
Rs. 36 Lac/aana,"Bhangal , Kathmandu",13 Feet /Soil Stabilized,North,
Rs. 45 Lac/aana,"Budhanilkantha, Kathmandu",,East,
Rs. 19.5 Lac/aana,"Sudal, Bhaktapur",15 Feet /Gravelled,North,
Rs. 55 Lac/aana,"Sundarbasti, Kathmandu",13 Feet /Paved,South-West,
Rs. 43 Lac/aana,"Bhangal , Kathmandu",16 Feet /Paved,East,
Rs. 50 Lac/aana,"Bhangal , Kathmandu",20 Feet /Paved,South,
Rs. 50 Lac/aana,"Mandikhatar, Kathmandu",20 Feet /Paved,,
Rs. 36 Lac/aana,"Kalanki, Kathmandu",10 Feet /Gravelled,North,5.2 aana
Rs. 36 Lac/aana,"Kalanki, Kathmandu",10 Feet /Gravelled,North,4.2 aana
Rs. 57 Lac/aana,"Mandikhatar, Kathmandu",12 Feet /Black Topped,East,4.3 aana
Rs. 56 Lac/aana,"Baluwakhani, Kathmandu",20 Feet /Black Topped,North,
Rs. 60 Lac/aana,"Bansbari, Kathmandu",13 Feet /Black Topped,South,
Rs. 75 Lac/aana,"Maharajgunj, Kathmandu",13 Feet /Black Topped,North-West,
Rs. 37 Lac/aana,"Bishnumati Bridge, Kathmandu",16 Feet /Black Topped,East,
Rs. 75 Lac/aana,"New Baneshwor, Kathmandu",12 Feet /Paved,West,
Rs. 50 Lac/aana,"Kaushaltar, Bhaktapur",13 Feet /Paved,North,3.2 aana
Rs. 40 Lac/aana,"Imadol, Lalitpur",13 Feet /Paved,North,2.3 aana
Rs. 45 Lac/aana,"Lokanthali, Bhaktapur",13 Feet /Paved,West,4.2 aana
Rs. 55 Lac/aana,"Lokanthali, Bhaktapur",22 Feet /Paved,East,4.2 aana
Rs. 62 Lac/aana,"Gothatar, Kathmandu",16 Feet /Paved,East,
Rs. 48 Lac/aana,"Thulobharyang, Kathmandu",13 Feet /Dhalan,South,2.3 aana
Rs. 65 Lac/aana,"Gothatar, Kathmandu",16 Feet /Paved,West,4.2 aana
Rs. 20 Lac/aana,"Kitini, Lalitpur",17 Feet /Dhalan,South-East,
Rs. 53 Lac/aana,"Mulpani, Kathmandu",18 Feet /Black Topped,South-West,6.1 aana
Rs. 65 Lac/aana,"Gothatar, Kathmandu",20 Feet /Paved,South,
Rs. 65 Lac/aana,"Gothatar, Kathmandu",20 Feet /Paved,South,4.2 aana
Rs. 60 Lac/aana,"Gothatar, Kathmandu",13 Feet /Dhalan,East,
Rs. 34 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Paved,South,3.2 aana
Rs. 70 Lac/aana,"Budhanilkantha, Kathmandu",20 Feet /Paved,West,
Rs. 36 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Soil Stabilized,North,3.3 aana
Rs. 35 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Soil Stabilized,South,
Rs. 30 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,South,4.2 aana
Rs. 35 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Soil Stabilized,South-West,
Rs. 30 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Soil Stabilized,South,4.3 aana
Rs. 33 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Soil Stabilized,South,
Rs. 29 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Soil Stabilized,North,3.3 aana
Rs. 30 Lac/aana,"Harisiddhi, Lalitpur",12 Feet /Gravelled,South,4.3 aana
Rs. 29 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Soil Stabilized,North,4.2 aana
Rs. 33 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Dhalan,South,
Rs. 32 Lac/aana,"Harisiddhi, Lalitpur",,North,3.1 aana
Rs. 26 Lac/aana,"Harisiddhi, Lalitpur",,South,
Rs. 52 Lac/aana,"Budhanilkantha, Kathmandu",14 Feet /Black Topped,South,
Rs. 28 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,West,3.3 aana
Rs. 34 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Dhalan,West,
Rs. 35 Lac/aana,"Harisiddhi, Lalitpur",12 Feet /Dhalan,North-West,
Rs. 43 Lac/aana,"Kalanki, Kathmandu",14 Feet /Dhalan,West,
Rs. 50 Lac/aana,"Bafal, Kathmandu",13 Feet /Dhalan,West,
Rs. 37 Lac/aana,"Tikathali, Lalitpur",12 Feet /Gravelled,North-West,3.3 aana
Rs. 29 Lac/aana,"Machhe Gaun, Kathmandu",26 Feet /Gravelled,North-West,4.2 aana
Rs. 28 Lac/aana,"Nil Barahi Mandir, Bhaktapur",13 Feet /Paved,South,3.1 aana
Rs. 45 Lac/aana,"Bhangal , Kathmandu",13 Feet /Black Topped,East,3.5 aana
Rs. 61 Lac/aana,"Budhanilkantha, Kathmandu",14 Feet /Black Topped,South-West,
Rs. 51 Lac/aana,"Chapali, Kathmandu",13 Feet /Black Topped,South-West,
Rs. 38 Lac/aana,"Baluwakhani, Kathmandu",13 Feet /Paved,East,
Rs. 38 Lac/aana,"Baluwakhani, Kathmandu",13 Feet /Paved,South,
Rs. 45 Lac/aana,"Thulobharyang, Kathmandu",14 Feet /Dhalan,South,
Rs. 37 Lac/aana,"Thimi, Bhaktapur",12 Feet /Gravelled,South-East,
Rs. 37 Lac/aana,"Thimi, Bhaktapur",12 Feet /Gravelled,South-East,4.1 aana
Rs. 37 Lac/aana,"Thimi, Bhaktapur",12 Feet /Dhalan,South-East,3.3 aana
Rs. 45 Lac/aana,"Dadhikot, Bhaktapur",20 Feet /Gravelled,East,3.2 aana
Price on call,"Birendranagar, Chitwan",8 Meter/Black Topped,North-West,
Rs. 52 Lac/aana,"Rabi Bhawan, Kathmandu",10 Feet /Black Topped,West,
Rs. 35 Lac/aana,"Hattiban, Lalitpur",13 Feet /Dhalan,West,
Rs. 45 Lac/aana,"Bagdol, Lalitpur",13 Feet /Dhalan,East,
Rs. 50 Lac/aana,"Narayantar, Kathmandu",20 Feet /Soil Stabilized,North,
Rs. 3.7 Cr,"Imadol, Lalitpur",22 Feet /Paved,South,
Price on call,"Bouddha, Kathmandu",12 Feet /Black Topped,South,
Rs. 25 Lac/aana,"Changunarayan, Bhaktapur",20 Feet /Black Topped,South,
Rs. 62 Lac/aana,"Bansbari, Kathmandu",13 Feet /Black Topped,West,
Rs. 30 Lac/aana,"Imadol, Lalitpur",16 Feet /Dhalan,South,
Rs. 28 Lac/aana,"Imadol, Lalitpur",16 Feet /Dhalan,South,
Rs. 1.65 Cr,"Imadol, Lalitpur",13 Feet /Paved,West,
Rs. 47 Lac/aana,"Imadol, Lalitpur",13 Feet /Paved,North-West,
Rs. 50 Lac/aana,"Imadol, Lalitpur",22 Feet /Paved,South,3.5 aana
Rs. 45 Lac/aana,"Budhanilkantha, Kathmandu",13 Feet /Black Topped,South-West,
Rs. 55 Lac/aana,"Deuwa Chowk, Kathmandu",13 Feet /Black Topped,South,
Rs. 43 Lac/aana,"Hattiban, Lalitpur",16 Feet /Dhalan,North,3.3 aana
Rs. 28 Lac/aana,"Taukhel, Lalitpur",20 Feet /Dhalan,North-East,
Rs. 27 Lac/aana,"Taukhel, Lalitpur",16 Feet /Dhalan,South,3.4 aana
Rs. 45 Lac/aana,"Imadol, Lalitpur",20 Feet /Dhalan,South,
Rs. 58 Lac/aana,"Tokha, Kathmandu",14 Feet /Dhalan,South,
Rs. 58 Lac/aana,"Setipakha, Lalitpur",20 Feet /Gravelled,East,8.3 aana
Rs. 33.5 Lac/aana,"Chandragiri, Kathmandu",13 Feet /Black Topped,South,
Rs. 34.5 Lac/aana,"Bhaisepati, Lalitpur",20 Feet /Black Topped,South,
Rs. 46 Lac/aana,"Syuchatar, Kathmandu",10 Feet /Soil Stabilized,East,
Rs. 45 Lac/aana,"Pasikot, Kathmandu",13 Feet /Gravelled,East,5.3 aana
Rs. 35 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Dhalan,East,
Rs. 28 Lac/aana,"Thankot, Kathmandu",13 Feet /Dhalan,South-East,
Price on call,"Dhumbarahi, Kathmandu",6 Feet /Black Topped,South-West,5.5 aana
Rs. 1.6 Cr/aana,"Sitapaila, Kathmandu",13 Feet /Black Topped,South,
Rs. 46 Lac/aana,"Purano Naikap, Kathmandu",13 Feet /Dhalan,South-East,3.3 aana
Rs. 28 Lac/aana,"Thankot, Kathmandu",13 Feet /Dhalan,East,3.2 aana
Rs. 55 Lac/aana,"Balkot, Bhaktapur",13 Feet /Paved,North-East,5.1 aana
Rs. 38 Lac/aana,"Bhutkhel , Kathmandu",26 Feet /Gravelled,South,
Rs. 28 Lac/aana,"Hattigauda, Kathmandu",10 Feet /Gravelled,South,9.2 aana
Rs. 22 Lac/aana,"Pasikot, Kathmandu",,,
Rs. 26 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Soil Stabilized,South-East,
Rs. 26 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Soil Stabilized,South-East,4.1 aana
Rs. 26 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Soil Stabilized,South-East,
Rs. 30 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Soil Stabilized,South-East,
Rs. 30 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Soil Stabilized,South-East,
Rs. 26 Lac/aana,"Kirtipur, Kathmandu",,East,
Rs. 23 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Soil Stabilized,North,4.1 aana
Rs. 26 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Soil Stabilized,East,
Rs. 38 Lac/aana,"Tokha, Kathmandu",26 Feet /Gravelled,East,
Rs. 45 Lac/aana,"Kapan, Kathmandu",12 Feet /Soil Stabilized,East,
Rs. 30 Lac/aana,"Lubhu, Lalitpur",12 Feet /Dhalan,South,
Rs. 1.85 Cr/aana,"Basundhara, Kathmandu",33 Feet /Gravelled,West,
Rs. 35 Lac/aana,"Chobhar, Kathmandu",20 Feet /Gravelled,North,5.3 aana
Rs. 5 Lac/dhur,"Balwa, Dhanusa",12 Feet /Soil Stabilized,North,0.7 kattha
Price on call,"Gyaneshwor, Kathmandu",12 Feet /Dhalan,South,4.2 aana
Rs. 2 Lac/y,"Jorpati, Kathmandu",20 Feet /Dhalan,South-West,
Rs. 2.4 Lac/m,"Jorpati, Kathmandu",40 Feet /Black Topped,South,
Rs. 32 Lac/aana,"Muhanpokhari, Kathmandu",13 Feet /Dhalan,South,
Rs. 3.25 Cr,"Kageshwori, Kathmandu",,West,
Rs. 35 Lac/aana,"Dhapakhel, Lalitpur",13 Feet /Gravelled,West,3.1 aana
Rs. 55 Lac/m,"Jorpati, Kathmandu",18 Feet /Dhalan,South,3.2 aana
Rs. 45 Lac/aana,"Hattiban, Lalitpur",22 Feet /Paved,North,4.2 aana
Rs. 55 Lac/aana,"Imadol, Lalitpur",22 Feet /Paved,East,
Rs. 55 Lac/aana,"Imadol, Lalitpur",20 Feet /Paved,West,
Rs. 45 Lac/aana,"Imadol, Lalitpur",16 Feet /Alley,East,
Rs. 12 Lac/aana,"Bageshwori, Bhaktapur",20 Feet /Dhalan,East,
Price on call,"Matatirtha, Kathmandu",13 Feet /Gravelled,South,
Rs. 42 Lac/aana,"Imadol, Lalitpur",,East,5.2 aana
Rs. 45 Lac/aana,"Bhaisepati, Lalitpur",13 Feet /Soil Stabilized,South,
Rs. 56 Lac/aana,"Siddhartha Colony, Kathmandu",13 Feet /Black Topped,North,
Price on call,"Thankot, Kathmandu",13 Feet /Gravelled,North,
Price on call,"Guheshwori, Kathmandu",18 Meter/Black Topped,East,4.1 aana
Rs. 23 Lac/aana,"Ramkot, Kathmandu",12 Feet /Gravelled,South-West,
Rs. 50 Lac/aana,"Bhangal , Kathmandu",13 Feet /Black Topped,North-West,5.5 aana
Rs. 50 Lac,"Phutung, Kathmandu",20 Feet /Black Topped,South,
Rs. 45 Lac/aana,"Mulpani, Kathmandu",26 Feet /Black Topped,South,9.1 aana
Rs. 35 Lac/aana,"Bairikhel, Bhaktapur",20 Feet /Gravelled,East,3.2 aana
Rs. 25 Lac/aana,"Pikhel, Bhaktapur",13 Feet /Gravelled,West,
Rs. 4 Lac/dhur,"Butwal, Rupandehi",60 Feet /Black Topped,,
Rs. 52 Lac/aana,"Budhanilkantha, Kathmandu",14 Feet /Black Topped,South,
Rs. 45 Lac/aana,"Thahity, Kathmandu",12 Feet /Paved,East,
Rs. 75 Lac/aana,"New Baneshwor, Kathmandu",12 Feet /Alley,North,
Rs. 60 Lac/aana,"Grande Hospital, Kathmandu",20 Feet /Dhalan,South,
Rs. 90 Lac/aana,"Lazimpat, Kathmandu",13 Feet /Black Topped,South,11.3 aana
Rs. 23 Lac/aana,"Bageshwori, Bhaktapur",6 Feet /Paved,North,
Rs. 38 Lac/aana,"Hattiban, Lalitpur",12 Feet /Dhalan,South,3.2 aana
Rs. 38 Lac/aana,"Hattiban, Lalitpur",12 Feet /Soil Stabilized,North,
Rs. 38 Lac/aana,"Hattiban, Lalitpur",20 Feet /Gravelled,West,4.2 aana
Rs. 50 Lac/aana,"Imadol, Lalitpur",16 Feet /Gravelled,South,
Rs. 35 Lac/aana,"Hattiban, Lalitpur",12 Feet /Gravelled,East,4.2 aana
Rs. 25 Lac/aana,"Lamatar, Lalitpur",12 Feet /Soil Stabilized,West,
Rs. 1 Cr/aana,"Mid Baneshwor, Kathmandu",13 Feet /Black Topped,,6.1 aana
Rs. 45 Lac/aana,"Nakhudole, Lalitpur",16 Feet /Black Topped,,
Rs. 28 Lac/aana,"Salyanthan Plotting, Kathmandu",16 Feet /Dhalan,West,
Rs. 6 Lac/aana,"Tarkeshwor, Kathmandu",20 Feet /Soil Stabilized,East,
Rs. 50 Lac/aana,"Bafal, Kathmandu",13 Feet /Black Topped,East,
Rs. 5.25 Cr,"Thimi, Bhaktapur",20 Feet /Black Topped,West,7.3 aana
Rs. 32 Lac/aana,"Mandikhatar, Kathmandu",13 Feet /Dhalan,East,
Rs. 3.25 Lac/aana,"Bhaisepati, Kavrepalanchok",20 Feet /Soil Stabilized,East,4.2 aana
Rs. 34.5 Lac/aana,"Bhaisepati, Lalitpur",11 Feet /Gravelled,North,
Rs. 4.75 Lac/aana,"Bhaisepati, Kavrepalanchok",20 Feet /Soil Stabilized,East,
Rs. 46 Lac/aana,"Budhanilkantha, Kathmandu",13 Feet /Soil Stabilized,West,
Rs. 18.3 Lac/aana,"Godamchaur, Lalitpur",20 Feet /Soil Stabilized,West,3.1 aana
Rs. 40 Lac/aana,"Kalanki, Kathmandu",13 Feet /Dhalan,South,
Rs. 80 Lac/aana,"Sinamangal, Kathmandu",13 Feet /Paved,West,5.2 aana
Rs. 42 Lac/aana,"Syuchatar, Kathmandu",12 Feet /Black Topped,,
Rs. 49 Lac/aana,"Sanothimi, Bhaktapur",26 Feet /Black Topped,,11.2 aana
Rs. 24 Lac/aana,"Harisiddhi, Lalitpur",4 Feet /Alley,,
Rs. 42 Lac/aana,"Narayanthan , Kathmandu",12 Feet /Black Topped,East,
Rs. 50 Lac/aana,"Mulpani, Kathmandu",20 Feet /Black Topped,East,
Rs. 55 Lac/aana,"Mandikhatar, Kathmandu",13 Feet /Black Topped,East,
Rs. 55 Lac/aana,"Rudreshwor, Kathmandu",12 Feet /Soil Stabilized,East,10.3 aana
Rs. 27 Lac/aana,"Changathali, Lalitpur",12 Feet /Dhalan,South,6.2 aana
Rs. 60 Lac/aana,"Mulpani, Kathmandu",25 Feet /Black Topped,East,
Rs. 20 Lac/aana,"Mulpani, Kathmandu",20 Feet /Gravelled,North-East,
Rs. 26 Lac/aana,"Sanagaun, Lalitpur",12 Feet /Gravelled,West,
Rs. 18.3 Lac/aana,"Godamchaur, Lalitpur",20 Feet /Gravelled,West,4.2 aana
Price on call,"Bode, Bhaktapur",20 Feet /Paved,North,
Rs. 41 Lac/aana,"Sanothimi, Bhaktapur",13 Feet /Paved,South,3.1 aana
Price on call,"Dhobighat, Lalitpur",12 Feet /Black Topped,East,
Rs. 35 Lac/aana,"Dhungeadda, Kathmandu",12 Feet /Gravelled,South,
Rs. 19 Lac/aana,"Jharuwarasi, Lalitpur",16 Feet /Dhalan,South-East,4.1 aana
Rs. 31 Lac/aana,"Balambu, Kathmandu",11 Feet /Black Topped,East,3.3 aana
Rs. 56 Lac/aana,"Gatthaghar, Bhaktapur",16 Feet /Black Topped,South,
Rs. 45 Lac/aana,"Hattigauda, Kathmandu",13 Feet /Soil Stabilized,East,
Rs. 30 Lac/aana,"Dhapasi, Kathmandu",13 Feet /Black Topped,West,3.2 aana
Rs. 65 Lac/aana,"Lazimpat, Kathmandu",13 Feet /Black Topped,North,5.2 aana
Rs. 28 Lac/aana,"Purano Naikap, Kathmandu",13 Feet /Black Topped,South,5.2 aana
Rs. 45 Lac/aana,"Naya Naikap, Kathmandu",13 Feet /Dhalan,South-East,3.3 aana
Rs. 90 Lac/aana,"Batar, Nuwakot",,West,
Rs. 37 Lac/aana,"Kalanki, Kathmandu",13 Feet /Black Topped,South,
Rs. 43 Lac/aana,"Sitapaila, Kathmandu",13 Feet /Black Topped,South-East,3.1 aana
Rs. 38 Lac/aana,"Harisiddhi, Lalitpur",14 Feet /Gravelled,West,4.2 aana
Rs. 37 Lac/aana,"Sanagaun Lubhu, Lalitpur",12 Feet /Gravelled,South,9.3 aana
Rs. 37 Lac/aana,"Tokha, Kathmandu",13 Feet /Soil Stabilized,East,
Rs. 52 Lac/aana,"Nil Barahi Mandir, Bhaktapur",24 Feet /Soil Stabilized,East,
Rs. 45 Lac/aana,"Imadol, Lalitpur",13 Feet /Gravelled,South,
Rs. 43 Lac/aana,"Sitapaila, Kathmandu",16 Feet /Black Topped,North-West,4.2 aana
Rs. 50 Lac/aana,"Budhanilkantha, Kathmandu",13 Feet /Black Topped,East,3.2 aana
Rs. 45 Lac/aana,"Chapali, Kathmandu",13 Feet /Soil Stabilized,North-East,
Rs. 42 Lac/aana,"Tikathali, Lalitpur",13 Feet /Dhalan,West,8.2 aana
Rs. 55 Lac/aana,"Thimi, Bhaktapur",26 Feet /Black Topped,North,4.3 aana
Rs. 35 Lac/aana,"Kapan, Kathmandu",10 Feet /Gravelled,South-West,4.3 aana
Rs. 37 Lac/aana,"Deuwa chowk, Kathmandu",13 Feet /Dhalan,East,3.2 aana
Rs. 38 Lac/aana,"Hattigauda, Kathmandu",12 Feet /Dhalan,North,4.2 aana
Rs. 42 Lac/aana,"Bhangal , Kathmandu",20 Feet /Dhalan,West,4.2 aana
Rs. 46 Lac/aana,"Chapali, Kathmandu",20 Feet /Dhalan,North,
Rs. 48 Lac/aana,"Chapali, Kathmandu",15 Feet /Soil Stabilized,South,
Rs. 35 Lac/aana,"Balkumari, Lalitpur",20 Feet /Black Topped,East,
Price on call,"Chobhar, Kathmandu",20 Feet /Black Topped,South-West,
Price on call,"Ganesh Chowk, Kathmandu",12 Feet /Paved,West,
Rs. 34 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Soil Stabilized,North,3.2 aana
Rs. 34 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Soil Stabilized,North,4.1 aana
Rs. 28 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Dhalan,West,
Rs. 27.5 Lac/aana,"Sangla, Kathmandu",,South,
Rs. 55 Lac/aana,"Budhanilkantha, Kathmandu",14 Feet /Dhalan,East,
Rs. 10 Lac/aana,"Chhaling, Bhaktapur",10 Meter/Black Topped,North-East,
Rs. 45 Lac/aana,"Pasikot, Kathmandu",20 Feet /Black Topped,West,
Rs. 26 Lac/aana,"Lubhu, Lalitpur",20 Feet /Gravelled,North,
Rs. 27 Lac/aana,"Lubhu, Lalitpur",20 Feet /Gravelled,North,
Rs. 30 Lac/aana,"Nagdaha, Lalitpur",16 Feet /Soil Stabilized,East,
Rs. 30 Lac/aana,"Changathali, Lalitpur",16 Feet /Soil Stabilized,West,
Rs. 75 Lac/aana,"New Baneshwor, Kathmandu",22 Feet /Black Topped,East,5.1 aana
Rs. 3.15 Cr,"Dhumbarahi, Kathmandu",13 Feet /Black Topped,South,4.2 aana
Rs. 57 Lac/aana,"Sanothimi, Bhaktapur",22 Feet /Soil Stabilized,West,
Rs. 75 Lac/aana,"Lazimpat, Kathmandu",13 Feet /Black Topped,West,
Rs. 120 Cr,"Bhaisepati, Lalitpur",72 Feet /Black Topped,North-East,
Rs. 50 Lac/aana,"Budhanilkantha, Kathmandu",13 Feet /Black Topped,East,4.2 aana
Rs. 45 Lac/aana,"Taulung, Kathmandu",14 Feet /Dhalan,South,
Rs. 38 Lac/aana,"Tikathali, Lalitpur",16 Feet /Dhalan,North,
Rs. 55 Lac/aana,"Lubhu, Lalitpur",25 Feet /Paved,South,3.1 aana
Price on call,"Old Baneshwor, Kathmandu",20 Feet /Black Topped,South,
Rs. 75 Lac/aana,"Bafal, Kathmandu",16 Feet /Black Topped,South,17.2 aana
Price on call,"Dhulikhel, Kavrepalanchok",42 Feet /Black Topped,North-West,
Rs. 26 Lac/aana,"Lubhu, Lalitpur",13 Feet /Dhalan,South,3.3 aana
Rs. 28 Lac/aana,"Lubhu, Lalitpur",13 Feet /Dhalan,South,3.1 aana
Rs. 52 Lac/aana,"Bafal, Kathmandu",,East,
Rs. 55 Lac/aana,"Bafal, Kathmandu",,East,
Rs. 50 Lac/aana,"Chapali, Kathmandu",20 Feet /Black Topped,East,
Rs. 50 Lac/aana,"Dhapasi, Kathmandu",22 Feet /Paved,East,6.3 aana
Rs. 85 Lac/aana,"Hepali Height, Kathmandu",20 Feet /Paved,South,5.2 aana
Rs. 45 Lac/aana,"Bhangal , Kathmandu",13 Feet /Black Topped,South,
Rs. 50 Lac,"Kalyanpur, Chitwan",6 Meter/Black Topped,East,
Rs. 55 Lac/aana,"Ganesh Chowk, Kathmandu",13 Feet /Dhalan,West,
Rs. 50 Lac/aana,"Special chowk, Kathmandu",12 Feet /Gravelled,South,4.1 aana
Rs. 40 Lac/aana,"Budhanilkantha, Kathmandu",10 Meter/Black Topped,East,
Rs. 8 Lac/aana,"Panauti, Kavrepalanchok",20 Feet /Gravelled,North,
Price on call,"Damaitar, Lalitpur",13 Feet /Gravelled,North,
Rs. 20 Lac/aana,"Bhimdhunga, Kathmandu",15 Feet /Black Topped,North-East,
Rs. 45 Lac/aana,"Budhanilkantha, Kathmandu",12 Feet /Black Topped,South-West,15.2 aana
Rs. 68 Lac/aana,"Bhanimandal, Lalitpur",,North,
Rs. 60 Lac/aana,"Dhapasi, Kathmandu",20 Feet /Paved,South,
Rs. 45 Lac,"Kalanki, Kathmandu",,West,4.3 aana
Rs. 31 Lac/aana,"Sanagaun Lubhu, Lalitpur",13 Feet /Gravelled,South,4.2 aana
Rs. 50 Lac/aana,"Chapali, Kathmandu",12 Feet /Black Topped,North-East,
Rs. 48 Lac/aana,"Bhangal , Kathmandu",13 Feet /Black Topped,South-East,
Rs. 38 Lac/aana,"Lubhu, Lalitpur",14 Feet /Soil Stabilized,West,4.3 aana
Rs. 32 Lac/aana,"Imadol, Lalitpur",13 Feet /Soil Stabilized,South,
Rs. 52 Lac/aana,"Dhapasi, Kathmandu",18 Feet /Black Topped,South-East,
Rs. 41 Lac/aana,"Pasikot, Kathmandu",20 Feet /Black Topped,South,
Rs. 70 Lac/aana,"Kapan, Kathmandu",10 Meter/Black Topped,East,18.2 aana
Rs. 1.25 Cr/aana,"Chapali, Kathmandu",18 Meter/Black Topped,East,
Rs. 50 Lac/aana,"Bhangal , Kathmandu",35 Feet /Black Topped,West,7.2 aana
Rs. 37 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Gravelled,West,3.1 aana
Rs. 3.72 Cr,"Deuwa Niwas, Kathmandu",12 Feet /Paved,South,
Rs. 45 Lac/aana,"Chapali, Kathmandu",13 Feet /Black Topped,North,
Rs. 2.2 Cr,"Chapali, Kathmandu",13 Feet /Gravelled,South,
Price on call,"Thulobharyang, Kathmandu",,,
Price on call,"Tokha, Kathmandu",13 Feet /Black Topped,East,
Rs. 42 Lac/aana,"Sitapaila, Kathmandu",20 Feet /Black Topped,South,4.3 aana
Rs. 35 Lac/aana,"Balambu, Kathmandu",20 Feet /Dhalan,South-West,
Rs. 40 Lac/aana,"Balambu, Kathmandu",16 Feet /Black Topped,East,
Rs. 47 Lac/aana,"Italitar, Kathmandu",13 Feet /Gravelled,West,
Rs. 65 Lac/aana,"Bhaisepati, Lalitpur",25 Feet /Black Topped,South,
Rs. 72 Lac/aana,"Battisputali, Kathmandu",13 Feet /Black Topped,South-East,
Rs. 75 Lac/aana,"Tinkune, Kathmandu",20 Feet /Black Topped,West,
Rs. 1.4 Cr/aana,"Sinamangal, Kathmandu",26 Feet /Black Topped,East,
Price on call,"Thulobharyang, Kathmandu",15 Feet /Black Topped,East,4.2 aana
Rs. 55 Lac/aana,"Deuwa chowk, Kathmandu",20 Feet /Black Topped,West,
Rs. 48 Lac/aana,"Hepali Height, Kathmandu",12 Feet /Black Topped,East,4.3 aana
Rs. 21 Lac/aana,"Tathali, Bhaktapur",20 Feet /Black Topped,South-West,
Rs. 2.2 Cr,"Chapali, Kathmandu",14 Feet /Gravelled,North-East,
Rs. 60 Lac/aana,"Deuwa chowk, Kathmandu",13 Feet /Gravelled,South,
Rs. 25 Lac/aana,"Tribhuwan Park, Kathmandu",,East,
Rs. 2.28 Cr,"Chapali, Kathmandu",14 Feet /Paved,East,4.3 aana
Rs. 27 Lac/aana,"Pasikot, Kathmandu",20 Feet /Black Topped,South-East,
Rs. 2.72 Cr,"Deuwa chowk, Kathmandu",14 Feet /Paved,South,
Price on call,"Kirtipur, Kathmandu",20 Feet /Soil Stabilized,East,
Rs. 50 Lac/aana,"Budhanilkantha, Kathmandu",15 Feet /Black Topped,East,
Rs. 25 Lac/aana,"Hattigauda, Kathmandu",20 Feet /Gravelled,West,
Rs. 1.5 Lac/dhur,"Munde, Nawalpur",20 Feet /Black Topped,North,
Rs. 70 Lac/aana,"Kuleshwor, Kathmandu",20 Feet /Black Topped,East,
Rs. 75 Lac/aana,"Shantinagar, Kathmandu",13 Feet /Black Topped,South-East,8.4 aana
Rs. 15 Lac/aana,"Tathali, Bhaktapur",10 Feet /Black Topped,West,
Rs. 23 Lac/kattha,"Madhesa, Sunsari",32 Feet /Black Topped,East,5.15 kattha
Rs. 42 Lac/aana,"Chunikhel, Kathmandu",13 Feet /Paved,South,
Rs. 45 Lac/aana,"Sitapaila, Kathmandu",20 Feet /Gravelled,North,
Price on call,"Sudal, Bhaktapur",8 Feet /Paved,East,71.2 aana
Rs. 36 Lac/aana,"Sanagaun Lubhu, Lalitpur",20 Feet /Paved,East,
Rs. 75 Lac/aana,"Shantinagar, Kathmandu",13 Feet /Black Topped,South-East,9.1 aana
