title,location_raw,floors,price_npr,land_size_aana,buildup_area_sqft,road_width_feet,facing,built_year_bs,built_year_ad,house_age,parking_cars,parking_bikes,bedrooms,bathrooms,amenities,district
Exquisite property for sale,"Katyani Chowk, Kathmandu",2.5,65000000.0,7.0,3000.0,24.0,East,2074.0,2017.0,8.0,1.0,4.0,9.0,4.0,"Earthquake Resistant, Drainage, Garden, Parking, Terrace, Balcony, Drinking Water, Servant Quarter, Dining Room, Bed Room, Bathroom",Kathmandu
Bungalow for Sale,"Gaurighat, Kathmandu",2.0,35000000.0,4.0,,15.0,North,2076.0,2019.0,6.0,5.0,9.0,6.0,5.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Garden, Parking, Drinking Water, Reserve Tank, Balcony, Terrace, Servant Quarter",Kathmandu
 House for Sale,"Budhanilkantha, Kathmandu",3.0,28000000.0,3.2,,16.0,South,2076.0,2019.0,6.0,1.0,2.0,6.0,6.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Kathmandu
2 BHK House for Sale,"Lubhu, Lalitpur",1.5,13300000.0,3.0,,13.0,South,2077.0,2020.0,5.0,1.0,1.0,2.0,1.0,"Garden, Parking, Drinking Water, Water Well, Dining Room, Bed Room, Bathroom, Living Room, Store Room, Earthquake Resistant, Marbel",Lalitpur
4 BHK House for Rent,"Bhaisepati, Lalitpur",2.5,65000.0,4.0,,20.0,North-West,2070.0,2013.0,12.0,1.0,2.0,4.0,3.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
 House for Sale,"Imadol, Lalitpur",2.0,16000000.0,2.2,,13.0,South,2075.0,2018.0,7.0,,,4.0,2.0,"Earthquake Resistant, Garden, Parking, Drinking Water, Balcony, Terrace, Water Well, Modular Kitchen, Guest Room, Bed Room, Dining Room",Lalitpur
 House for Sale,"Harisiddhi, Lalitpur",2.5,25000000.0,3.1,,13.0,West,2068.0,2011.0,14.0,1.0,1.0,4.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Drinking Water, Parking, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
 House for Sale,"Harisiddhi, Lalitpur",2.5,28000000.0,3.0,,20.0,West,2076.0,2019.0,6.0,1.0,1.0,5.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Reserve Tank, Terrace, Power Backup, Dining Room, Bed Room",Lalitpur
 House for Sale,"Imadol, Lalitpur",2.5,27000000.0,3.2,,14.0,South-West,2076.0,2019.0,6.0,,2.0,5.0,3.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
 House for Sale,"Bhaisepati, Lalitpur",2.5,39900000.0,4.2,,16.0,South,2076.0,2019.0,6.0,1.0,2.0,5.0,5.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
4 BHK House for Sale,"Bhaisepati, Lalitpur",3.5,49900000.0,5.0,,16.0,South,2076.0,2019.0,6.0,2.0,3.0,4.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Dining Room, Bed Room",Lalitpur
 House for Sale,"Lubhu, Lalitpur",2.5,17000000.0,4.2,,10.0,East,2076.0,2019.0,6.0,,1.0,5.0,3.0,"Drainage, Parking, Drinking Water, Reserve Tank, Terrace, Power Backup, Dining Room, Bed Room, Bathroom, Living Room, Modular Kitchen",Lalitpur
 House for Sale,"Bhaisepati, Lalitpur",2.5,42500000.0,3.3,,20.0,South-West,2076.0,2019.0,6.0,,,4.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Internet, Dining Room",Lalitpur
 House For Sale,"Sanagaun, Lalitpur",2.0,17000000.0,3.0,,13.0,West,2077.0,2020.0,5.0,1.0,2.0,4.0,2.0,"Earthquake Resistant, Drainage, Drinking Water, Balcony, Parking, Garden, Reserve Tank, Terrace, Water Well, Basement, Dining Room",Lalitpur
5 BHK Bungalow for Rent,"Budhanilkantha, Kathmandu",2.5,140000.0,12.1,,16.0,East,2074.0,2017.0,8.0,3.0,3.0,5.0,5.0,"Marbel, Parquet, Earthquake Resistant, Drainage, Garden, Parking, Drinking Water, Boring Water, Water Well, Reserve Tank, Servant Quarter",Kathmandu
Bungalow House for Sale,"Balkot, Bhaktapur",2.5,52500000.0,5.0,,20.0,South-East,2076.0,2019.0,6.0,2.0,,5.0,4.0,"Earthquake Resistant, Marbel, Drainage, Parking, Garden, Drinking Water, Terrace, Reserve Tank, Balcony, Bed Room, Dining Room",Bhaktapur
 House for Rent,"Khumaltar, Lalitpur",2.0,150000.0,16.0,,20.0,,2076.0,2019.0,6.0,6.0,,6.0,3.0,"Marbel, Drainage, Garden, Parking, Terrace, Balcony, Drinking Water, Reserve Tank, Boring Water, Dining Room, Bed Room",Lalitpur
 House for Sale,"Bageshwori, Bhaktapur",2.5,25000000.0,5.0,2514.5,13.0,South,2074.0,2017.0,8.0,2.0,2.0,7.0,3.0,"Earthquake Resistant, Garden, Drinking Water, Parking, Balcony, Reserve Tank, Internet, Bathroom, Living Room, Bed Room, Laundry Room",Bhaktapur
Duplex House for Sale,"Bhangal , Kathmandu",2.5,32000000.0,4.2,,13.0,West,2079.0,2022.0,3.0,2.0,5.0,7.0,5.0,"Earthquake Resistant, Marbel, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Boring Water, Power Backup, Living Room",Kathmandu
 House for Sale,"Tikathali, Lalitpur",3.0,25000000.0,3.2,,18.0,South,2076.0,2019.0,6.0,,2.0,6.0,3.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
4 BHK House for Sale,"Imadol, Lalitpur",2.5,23500000.0,3.2,,13.0,West,2076.0,2019.0,6.0,,2.0,4.0,3.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Living Room",Lalitpur
 House for Rent,"Muhanpokhari, Kathmandu",3.0,20000000.0,3.2,,20.0,South,2074.0,2017.0,8.0,4.0,5.0,7.0,5.0,,Kathmandu
3 BHK House for Sale,"Samakhusi, Kathmandu",2.5,39000000.0,3.0,1864.0,13.0,West,2076.0,2019.0,6.0,1.0,1.0,3.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Kathmandu
 House for Sale,"Budhanilkantha, Kathmandu",2.5,33000000.0,6.0,,12.0,North,2076.0,2019.0,6.0,2.0,4.0,5.0,5.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Terrace",Kathmandu
Bungalow House for Sale,"Chandol, Kathmandu",2.5,85000000.0,9.3,,20.0,East,2070.0,2013.0,12.0,3.0,5.0,6.0,6.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Terrace",Kathmandu
Bungalow House for Sale,"Hepali Height, Kathmandu",3.5,60300000.0,5.0,,16.0,North,2080.0,2023.0,2.0,3.0,5.0,4.0,4.0,"Earthquake Resistant, Marbel, CC Camera, Drainage, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Lawn, Terrace",Kathmandu
House for Sale,"Imadol, Lalitpur",2.5,16500000.0,3.1,,16.0,South,2076.0,2019.0,6.0,1.0,2.0,4.0,2.0,"Earthquake Resistant, Marbel, Parquet, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room, Bathroom",Lalitpur
4 BHK House for Sale,"Imadol, Lalitpur",2.5,22500000.0,3.1,,20.0,North-West,2076.0,2019.0,6.0,,1.0,4.0,4.0,"Earthquake Resistant, Marbel, Parquet, CC Camera, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace",Lalitpur
 House for Sale,"Hepali Height, Kathmandu",2.5,33000000.0,6.2,,13.0,South,2076.0,2019.0,6.0,2.0,3.0,6.0,5.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Terrace",Kathmandu
Bungalow House for Sale,"Mandikhatar, Kathmandu",3.5,75000000.0,9.1,3800.0,16.0,South-West,2076.0,2019.0,6.0,,,8.0,6.0,"Earthquake Resistant, Marbel, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Kathmandu
 House for Sale,"Imadol, Lalitpur",3.0,27500000.0,3.1,,13.0,West,2077.0,2020.0,5.0,,,5.0,3.0,"Earthquake Resistant, Marbel, Drainage, Parking, Reserve Tank, Balcony, Bed Room, Bathroom, Living Room, Prayer Room, Modular Kitchen",Lalitpur
 House for Sale,"Bojepokhari, Lalitpur",2.5,28500000.0,3.2,,12.0,East,2077.0,2020.0,5.0,1.0,,6.0,5.0,"Earthquake Resistant, Marbel, Balcony, Drainage, Parking, Boring Water, Reserve Tank, Terrace, Bathroom, Bed Room, Master Bedroom",Lalitpur
 House for Rent,"Ranibari, Kathmandu",3.5,105000.0,5.1,3119.28,12.0,South-West,2074.0,2017.0,8.0,2.0,,7.0,5.0,"Marbel, Drainage, Parking, Drinking Water, Balcony, Terrace, Reserve Tank, Bed Room, Bathroom, Living Room, Modular Kitchen",Kathmandu
Semi Furnished House for Sale,"Hattigaunda, Kathmandu",2.5,31500000.0,4.0,,14.0,East,2080.0,2023.0,2.0,2.0,4.0,6.0,5.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Boring Water",Kathmandu
 House for Sale,"Tikathali, Lalitpur",2.5,27500000.0,4.0,,13.0,North,2073.0,2016.0,9.0,1.0,2.0,7.0,4.0,"Earthquake Resistant, Marbel, Parquet, Reserve Tank, Drainage, Parking, Drinking Water, Balcony, Terrace, Power Backup, Dining Room",Lalitpur
 House for Sale,"Imadol, Lalitpur",3.5,23500000.0,3.0,,13.0,East,2074.0,2017.0,8.0,,2.0,6.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
 House for Sale,"Thaiba, Lalitpur",2.5,29000000.0,5.2,,20.0,North-East,2074.0,2017.0,8.0,1.0,2.0,6.0,4.0,"Earthquake Resistant, Parquet, Marbel, Drainage, Drinking Water, Garden, Parking, Balcony, Reserve Tank, Terrace, Power Backup",Lalitpur
 House for Sale,"Tikathali, Lalitpur",3.0,25500000.0,3.0,,13.0,North,2074.0,2017.0,8.0,1.0,2.0,6.0,5.0,"Earthquake Resistant, Marbel, Drainage, Parquet, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Lalitpur
3 BHK House for Sale,"Imadol, Lalitpur",2.5,32500000.0,4.0,,20.0,North,2076.0,2019.0,6.0,1.0,2.0,3.0,4.0,"Earthquake Resistant, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room, Bed Room",Lalitpur
 House for Sale,"Imadol, Lalitpur",3.5,27000000.0,3.3,,13.0,East,2076.0,2019.0,6.0,1.0,2.0,5.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Lalitpur
4 BHK House for Sale,"Imadol, Lalitpur",2.5,24500000.0,3.1,,13.0,West,2073.0,2016.0,9.0,1.0,2.0,4.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Lalitpur
 House for Sale in land price,"Baneshwor, Kathmandu",3.5,9000000.0,28.0,,20.0,West,2072.0,2015.0,10.0,3.0,5.0,,,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Terrace",Kathmandu
 House for Sale,"Imadol, Lalitpur",2.5,29500000.0,4.2,,13.0,North,2073.0,2016.0,9.0,1.0,2.0,5.0,5.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Lalitpur
 House for Sale ,"Lasuntar, Kathmandu",2.5,25000000.0,4.0,1027.0,12.0,North-East,2080.0,2023.0,2.0,1.0,1.0,5.0,3.0,"Terrace, Parking, Drainage, Earthquake Resistant, Marbel, Water Purifier, Bed Room, Living Room, Prayer Room, Master Bedroom, Modular Kitchen",Kathmandu
 House for Rent,"Dhapakhel, Lalitpur",5.0,38800000.0,4.0,982.0,10.0,East,2072.0,2015.0,10.0,,4.0,5.0,7.0,"Marbel, Parquet, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Water Well, Dining Room, Bed Room",Lalitpur
 House for Sale,"Khumaltar, Lalitpur",2.5,45000000.0,6.0,,13.0,South,2074.0,2017.0,8.0,2.0,8.0,6.0,3.0,"Earthquake Resistant, Marbel, Parquet, Parking, Drinking Water, Balcony, Drainage, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
4 BHK House for Sale,"Imadol, Lalitpur",3.0,24000000.0,2.3,,13.0,East,2073.0,2016.0,9.0,,1.0,4.0,4.0,"Marbel, Parquet, Earthquake Resistant, Drinking Water, Parking, Balcony, Drainage, Power Backup, Reserve Tank, Terrace, Dining Room",Lalitpur
4 BHK House for Sale,"Imadol, Lalitpur",3.0,23000000.0,2.2,,13.0,North,2073.0,2016.0,9.0,,2.0,4.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
4 BHK House for Sale,"Imadol, Lalitpur",3.0,26500000.0,4.0,,13.0,South-West,2074.0,2017.0,8.0,1.0,2.0,4.0,5.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Lalitpur
 House for Sale,"Tikathali, Lalitpur",2.5,32000000.0,4.1,,13.0,North-West,2076.0,2019.0,6.0,1.0,2.0,5.0,4.0,"Marbel, Parquet, Earthquake Resistant, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
3 BHK House for Sale,"Imadol, Lalitpur",2.5,29000000.0,3.0,,13.0,East,2076.0,2019.0,6.0,,2.0,5.0,5.0,"Marbel, Parquet, Earthquake Resistant, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
 House for Sale,"Imadol, Lalitpur",3.5,27500000.0,3.0,,20.0,West,2074.0,2017.0,8.0,,2.0,6.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room, Bed Room",Lalitpur
 House for Sale,"Tikathali, Lalitpur",3.0,25500000.0,3.2,,13.0,North-East,2073.0,2016.0,9.0,1.0,2.0,6.0,6.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Lalitpur
 House for Sale,"Imadol, Lalitpur",2.5,27500000.0,3.1,,13.0,West,2073.0,2016.0,9.0,1.0,2.0,5.0,5.0,"Marbel, Earthquake Resistant, Parquet, Drainage, Power Backup, Drinking Water, Balcony, Parking, Reserve Tank, Terrace, Power Backup",Lalitpur
 House for Sale,"Imadol, Lalitpur",3.0,34000000.0,3.2,,26.0,West,2076.0,2019.0,6.0,1.0,2.0,5.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Lalitpur
4 BHK House for Sale,"Nakkhu, Lalitpur",2.5,27500000.0,3.2,,20.0,East,2076.0,2019.0,6.0,1.0,2.0,4.0,4.0,"Marbel, Parquet, Earthquake Resistant, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Lalitpur
 House for Sale,"Imadol, Lalitpur",2.5,42500000.0,4.1,,20.0,North-East,2073.0,2016.0,9.0,1.0,4.0,5.0,3.0,"Reserve Tank, Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Power Backup, Terrace, Power Backup",Lalitpur
 House for Sale,"Sanagaun, Lalitpur",2.5,16000000.0,5.2,,13.0,North-East,2070.0,2013.0,12.0,1.0,2.0,4.0,3.0,"Earthquake Resistant, Drainage, Parking, Drinking Water, Balcony, Terrace, Power Backup, Modular Kitchen, Bathroom, Bed Room, Living Room",Lalitpur
Duplex House for Sale,"Samakhushi chowk, Kathmandu",2.5,35500000.0,3.2,,13.0,North,2079.0,2022.0,3.0,1.0,3.0,6.0,4.0,"Earthquake Resistant, Marbel, Parquet, Parking, Drinking Water, Balcony, Drainage, Reserve Tank, Terrace, Bed Room, Bathroom",Kathmandu
 House for Sale,"Imadol, Lalitpur",2.5,27500000.0,3.0,,13.0,North-East,2072.0,2015.0,10.0,,2.0,6.0,4.0,"Earthquake Resistant, CC Camera, Drainage, Parquet, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Living Room",Lalitpur
 House for Sale,"Lubhu, Lalitpur",2.5,59000000.0,7.1,,20.0,East,2074.0,2017.0,8.0,2.0,3.0,6.0,5.0,"Earthquake Resistant, Marbel, Parquet, Power Backup, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Lalitpur
4 BHK House for Rent,"Bhaisepati, Lalitpur",2.5,28500000.0,4.0,,20.0,North-West,2076.0,2019.0,6.0,1.0,2.0,4.0,3.0,"Marbel, Earthquake Resistant, Power Backup, Drainage, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Lalitpur
 House for Sale,"Taukhel, Lalitpur",3.0,27500000.0,4.0,,12.0,West,2076.0,2019.0,6.0,1.0,3.0,5.0,3.0,"Earthquake Resistant, Marbel, Parquet, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Drainage, Power Backup, Dining Room",Lalitpur
 House for Rent,"Naxal, Kathmandu",2.5,250000.0,24.0,1096.0,15.0,South,2073.0,2016.0,9.0,10.0,3.0,6.0,4.0,"Earthquake Resistant, Marbel, Parquet, Garden, Drainage, Parking, Drinking Water, Balcony, Bathroom, Living Room, Power Backup",Kathmandu
 House for Sale,"Hattiban, Lalitpur",2.5,28000000.0,3.1,,13.0,South,2070.0,2013.0,12.0,1.0,2.0,6.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
 House for Sale,"Hattiban, Lalitpur",2.5,32500000.0,4.0,,14.0,North-West,2063.0,2006.0,19.0,1.0,1.0,6.0,4.0,"Earthquake Resistant, Parquet, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Marbel",Lalitpur
 House for Sale,"Sundarbasti, Kathmandu",2.5,39000000.0,4.2,,13.0,East,2071.0,2014.0,11.0,2.0,8.0,6.0,5.0,"Reserve Tank, Earthquake Resistant, Drainage, Garden, Parking, Drinking Water, Balcony, Terrace, Power Backup, Dining Room, Bed Room",Kathmandu
"Bungalow On Sale!!! Urgent Property in Bagdole, Lalitpur ","Nakkhu, Lalitpur",1.0,7000000.0,14.4,3080.25,20.0,East,2065.0,2008.0,17.0,3.0,5.0,3.0,1.0,"Earthquake Resistant, Drinking Water, Terrace, Parking, Bathroom",Lalitpur
4 BHK House for Sale,"Narayanthan , Kathmandu",2.5,42500000.0,4.0,2500.0,20.0,West,2066.0,2009.0,16.0,2.0,5.0,4.0,6.0,"Earthquake Resistant, Parquet, CC Camera, Drainage, Power Backup, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Lawn",Kathmandu
 House for Sale,"Katunje, Bhaktapur",2.5,34000000.0,4.1,2940.0,13.0,South-West,2072.0,2015.0,10.0,2.0,2.0,5.0,4.0,"Earthquake Resistant, Marbel, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Bhaktapur
Free House with land purchase,"Bauthali, Kathmandu",3.0,2100000.0,13.2,2368.08,20.0,North-East,2058.0,2001.0,24.0,5.0,9.0,10.0,8.0,"CC Camera, Drainage, Power Backup, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Lawn, Terrace, Gazebo",Kathmandu
Bungalow House for Sale,"Dhapasi, Kathmandu",3.0,47500000.0,7.0,,20.0,East,2068.0,2011.0,14.0,2.0,5.0,4.0,5.0,"Earthquake Resistant, Parquet, Drainage, Power Backup, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Boring Water, Basement",Kathmandu
Bungalow House for Rent,"Chabahil, Kathmandu",2.5,60000.0,4.0,,13.0,East,2074.0,2017.0,8.0,2.0,3.0,3.0,3.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Boring Water",Kathmandu
Bungalow House for Rent,"Budhanilkantha, Kathmandu",3.0,350000.0,32.0,,12.0,South,2072.0,2015.0,10.0,5.0,10.0,5.0,6.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Terrace",Kathmandu
 House for Sale,"Sundarbasti, Kathmandu",2.5,34500000.0,3.3,,13.0,North-East,2072.0,2015.0,10.0,1.0,5.0,4.0,4.0,"Marbel, Earthquake Resistant, Drainage, Parking, Balcony, Drinking Water, Power Backup, Reserve Tank, Power Backup, Dining Room, Bed Room",Kathmandu
 House for Rent,"Naya Bazar, Kathmandu",2.5,80000.0,5.0,,20.0,South,2070.0,2013.0,12.0,1.0,2.0,5.0,2.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Power Backup, Reserve Tank, Terrace, Power Backup",Kathmandu
3 BHK House for Rent,"Hattiban, Lalitpur",2.5,70000.0,6.0,1800.0,20.0,South,2070.0,2013.0,12.0,1.0,2.0,3.0,3.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Garden",Lalitpur
House for Rent,"Grande Villa, Kathmandu",2.5,45000.0,0.0,,12.0,East,2074.0,2017.0,8.0,1.0,4.0,3.0,3.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Power Backup, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Water Well",Kathmandu
 House for Sale,"Nayapati, Kathmandu",2.5,29000000.0,6.1,,20.0,West,2076.0,2019.0,6.0,1.0,2.0,11.0,4.0,"Earthquake Resistant, Marbel, Parquet, Garden, Drinking Water, Balcony, Drainage, Reserve Tank, Terrace, Power Backup, Bed Room",Kathmandu
4 BHK House for Sale,"Imadol, Lalitpur",3.5,26500000.0,2.9,,13.0,South-West,2076.0,2019.0,6.0,1.0,2.0,5.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Power Backup",Lalitpur
 House for Rent,"Satdobato, Lalitpur",2.0,15000000.0,6.0,3500.0,15.0,South,2064.0,2007.0,18.0,4.0,4.0,4.0,4.0,"Power Backup, Marbel, Earthquake Resistant, Parquet, Drainage, Parking, Drinking Water, Garden, Balcony, Dining Room, Bed Room",Lalitpur
 House for Sale,"Nakhipot, Lalitpur",3.5,42500000.0,4.2,,16.0,South-East,2059.0,2002.0,23.0,2.0,3.0,7.0,5.0,"Earthquake Resistant, Marbel, Parquet, Power Backup, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Drainage, Power Backup",Lalitpur
 House for Sale,"Khumaltar, Lalitpur",3.0,42000000.0,4.2,,12.0,South,2070.0,2013.0,12.0,2.0,3.0,6.0,5.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room",Lalitpur
 House for Rent,"Basundhara, Kathmandu",2.5,27500000.0,3.2,,20.0,South,2076.0,2019.0,6.0,4.0,5.0,7.0,6.0,"Earthquake Resistant, Parquet, Drainage, Power Backup, Garden, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup",Kathmandu
 House for Sale,"Jyotinagar, Kathmandu",3.5,29500000.0,4.2,,16.0,North,2074.0,2017.0,8.0,1.0,2.0,5.0,4.0,"Earthquake Resistant, Marbel, Parquet, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Dining Room, Bed Room",Kathmandu
 House for Sale,"Kuleshwor, Kathmandu",5.0,45000000.0,2.2,,27.0,East,2065.0,2008.0,17.0,,,7.0,4.0,"Earthquake Resistant, Parquet, Drainage, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Bed Room, Bathroom, Modular Kitchen",Kathmandu
4 BHK House for Rent,"Bansbari, Kathmandu",2.5,21000000.0,7.0,,14.0,South,2072.0,2015.0,10.0,4.0,4.0,4.0,4.0,"Earthquake Resistant, Marbel, Drainage, Parking, Drinking Water, Balcony, Terrace, Power Backup, Bed Room, Dining Room, Bathroom",Kathmandu
 House for Sale,"Khumaltar, Lalitpur",2.5,39000000.0,4.3,,16.0,North,2070.0,2013.0,12.0,1.0,2.0,6.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Parking, Drinking Water, Balcony, Reserve Tank, Terrace, Power Backup, Bed Room",Lalitpur
