category,ad_id,title,location_raw,district,neighborhood,road_type,raw_price,land_size_aana,price_per_aana,calculated_total_price,is_price_suspect,is_price_outlier,is_rate_outlier,is_large_plot
land,HB-13C39F,Land for Sale at Khatri chapp,"Chobhar Dry Port, Kirtipur-6, Kathmandu",Kathmandu,Chobhar Dry Port,Gravel Road,2700000.0,5.0,2700000.0,13500000.0,False,False,False,False
land,HB-F93168,Land for Sale at Khasibazar Kalanki,"Khasi Bazar, Kathmandu-14, Kathmandu",Kathmandu,Khasi Bazar,Pitched Road,5500000.0,5.0,5500000.0,27500000.0,False,False,False,False
land,HB-5C0D9F,Plot Land for Sale at Jhor,"Tarkeshwor Nagarpalika, Tarakeshwor-11, Kathmandu",Kathmandu,Tarakeshwor,Pitched Road,1500000.0,4.0,1500000.0,6000000.0,False,False,False,False
land,HB-690B17,Kalanki Ma 4 Ropani Jagga Bikrima,"Tribhuvan Rajpath, Kathmandu Metropolitan City, Nagarjun Municipality, Kathmandu",Kathmandu,Tribhuvan Rajpath,Above 20 Ft,5500000.0,64.0,5500000.0,352000000.0,False,False,False,True
land,HB-D4CBDD,Chauni Ma 17 Aana Jagga Bikrima,"Chhauni, Sewa Marg, Dallu, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Chhauni,Above 20 Ft,6000000.0,17.0,6000000.0,102000000.0,False,False,False,False
land,HB-26C589,14 aana recidental land for sale Dhapasi Tokha,"Shree Binayak Tole, Tokha-6, Kathmandu, Bagmati Pradesh",Kathmandu,Shree Binayak Tole,13-20 Ft,4500000.0,14.0,4500000.0,63000000.0,False,False,False,False
land,HB-807277,10.5 aana commercial land for sale Greenland Tokha,"Shree Binayak Tole, Tokha-6, Kathmandu, Bagmati Pradesh",Kathmandu,Shree Binayak Tole,13-20 Ft,5500000.0,11.0,5500000.0,60500000.0,False,False,False,False
land,HB-11A925,"Land on sale at Pasikot,kathmandu","Pasikot, Budhanilakantha-4, Kathmandu",Kathmandu,Pasikot,Above 20 Ft,4100000.0,5.0,4100000.0,20500000.0,False,False,False,False
land,HB-C7F39D,Land On Sale At Budhanilkantha,"Budhanilkantha, Budhanilakantha-2, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4500000.0,4.5,4500000.0,20250000.0,False,False,False,False
land,HB-EBBD4A,Land On Sale At Budhanilkantha,"Budhanilkantha Municipality, Golphutar Main Sadak, Budhanilakantha-7, Kathmandu",Kathmandu,Golphutar Main Sadak,Gravel Road,3600000.0,10.0,3600000.0,36000000.0,False,False,False,False
land,HB-E47BA8,Land for Sale at Golfutar,"Golfutar Road, Golphutar Sadak, Kathmandu-3, Kathmandu",Kathmandu,Golphutar Sadak,Above 20 Ft,9000000.0,4.0,9000000.0,36000000.0,False,False,False,False
land,HB-E031D9,Land for Sale at Golfutar,"Golfutar Road, Golphutar Sadak, Kathmandu-3, Kathmandu",Kathmandu,Golphutar Sadak,Pitched Road,8000000.0,4.0,8000000.0,32000000.0,False,False,False,False
land,HB-74352E,Land for sale at Chappal Karkhana-Tarkeshwor,"Tarkeshwor Nagarpalika, Tarakeshwor-11, Kathmandu",Kathmandu,Tarakeshwor,Pitched Road,2200000.0,3.0,2200000.0,6600000.0,False,False,False,False
land,HB-F7E9AE,"3 Anaa Land for Sale in Syuchatar, Kalanki!!","Syuchatar Shp, Nagarjun-7, Kathmandu",Kathmandu,Syuchatar Shp,Unknown,4000000.0,3.0,4000000.0,12000000.0,False,False,False,False
land,HB-CD8D4D,6 ana jagga bikri ma at bhaisipati,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhaisepati,Above 20 Ft,5500000.0,6.0,5500000.0,33000000.0,False,False,False,False
land,HB-53EAD7,land for sale bhaisepati lalitpur 3.2 aana,"Lalitpur-25, Lalitpur, Bagmati Pradesh",Lalitpur,Lalitpur-25,Above 20 Ft,4200000.0,3.0,4200000.0,12600000.0,False,False,False,False
land,HB-7CEB38,Land for Sale at Basundhara,"Basundhara Kirana Pasal, Kathmandu-1, Kathmandu",Kathmandu,Basundhara Kirana Pasal,Pitched Road,8000000.0,8.0,8000000.0,64000000.0,False,False,False,False
land,HB-CC91D6,Land for Sale at Basbari,"Basbari Football Club, Jal Dhunga Marg, Kathmandu-3, Kathmandu",Kathmandu,Basbari Football Club,Unknown,6500000.0,5.0,6500000.0,32500000.0,False,False,False,False
land,HB-4D38B9,Land On Sale At Basundhara,"Basundhara Banquet, Shree Kanti Marg, Kathmandu-3, Kathmandu",Kathmandu,Basundhara Banquet,Pitched Road,6000000.0,6.0,6000000.0,36000000.0,False,False,False,False
land,HB-32F052,Land On Sale At Naxal,"Gahana Pokhari, Amar Chitrakar Marg, Kathmandu-15, Kathmandu",Kathmandu,Gahana Pokhari,Pitched Road,8200000.0,4.0,8200000.0,32800000.0,False,False,False,False
land,HB-2DE055,5 Aana Land For Sale In Imadol,"Imadol, Gwarko-Lamatar, Mahalaxmi-2, Lalitpur",Lalitpur,Imadol,Unknown,3400000.0,5.0,3400000.0,17000000.0,False,False,False,False
land,HB-B0641B,5 aana land for sale Dhapasi Height Tokha,"Budhanilakantha-7, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,5500000.0,5.0,5500000.0,27500000.0,False,False,False,False
land,HB-E5C09D,Land for Sale at Balkhu,"Balkhu, Kathmandu-14, Kathmandu",Kathmandu,Balkhu,Pitched Road,6500000.0,4.0,6500000.0,26000000.0,False,False,False,False
land,HB-363001,Bafal Ma 13 Aana Jagga Bikrima,"Kathmandu Ringroad, Sitapaila, Nagarjun, Nagarjun Municipality, Kathmandu",Kathmandu,Sitapaila,Above 20 Ft,5800000.0,13.0,5800000.0,75400000.0,False,False,False,False
land,HB-B4FD32,Plotting Land for Sale in Harisiddhi!,"Harisiddhi, Lalitpur-23, Lalitpur",Lalitpur,Harisiddhi,Unknown,3300000.0,3.25,3300000.0,10725000.0,False,False,False,False
land,HB-E7CED6,22.5 Aana Land For Sale At Baluwatar Kathmandu,"Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,7000000.0,22.0,7000000.0,154000000.0,False,False,False,False
land,HB-219912,16 Land For Sale At Budhanilkantha Main Highway O,"Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,1150000.0,16.0,1150000.0,18400000.0,False,False,False,False
land,HB-DCEFED,land for sale chobhar kritipur kathamandu 91 aana,"Chwase Water tank, F22, Chobhar, Kirtipur, Kirtipur Municipality, Kathmandu",Kathmandu,Chwase Water Tank,Above 20 Ft,2800000.0,91.0,2800000.0,254800000.0,False,False,False,True
land,HB-B35B83,24 ana jagga argent bikri ma at dhobighat,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Lalitpur,13-20 Ft,4500000.0,24.0,4500000.0,108000000.0,False,False,False,False
land,HB-0F8B47,Commercial Land for sale at Jhamsikhel,"Jhamsikhel, Lalitpur-3, Lalitpur",Lalitpur,Jhamsikhel,Unknown,9300000.0,24.83564645726808,9300000.0,230971512.05259314,False,False,False,False
land,HB-7C31B9,"Land on sale at Budhanilkantha,Pasikot","Pasikot, Budhanilakantha-4, Kathmandu",Kathmandu,Pasikot,Pitched Road,4000000.0,8.0,4000000.0,32000000.0,False,False,False,False
land,HB-A4DD81,"Land on Sale at Chapali Budhanilkantha,GJBLOS 3653","Chapali Ghumti, Budhanilakantha-4, Kathmandu",Kathmandu,Chapali Ghumti,Pitched Road,5000000.0,46.0,5000000.0,230000000.0,False,False,False,False
land,HB-5964AD,1 ropani land for rent,"Budhanilakantha-11, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,60000.0,16.0,60000.0,960000.0,False,False,True,False
land,HB-58309F,land for sale in golfutar,"Budhanilakantha-7, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,6000000.0,5.0,6000000.0,30000000.0,False,False,False,False
land,HB-E225AB,4 Aana Land For Sale In Budanilkantha,"Budanilkantha, Budhanilakantha-1, Kathmandu",Kathmandu,Budhanilkantha,Unknown,4200000.0,4.0,4200000.0,16800000.0,False,False,False,False
land,HB-A95000,"Land On Sale At Pasikot, Budhanilkantha","Pasikot, Budhanilakantha-4, Kathmandu",Kathmandu,Pasikot,Pitched Road,2900000.0,36.0,2900000.0,104400000.0,False,False,False,False
land,HB-58ACFC,5 Shutters For Sale,"Golfutar Residential Road, Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Golphutar,Above 20 Ft,15000000.0,3.0,15000000.0,45000000.0,False,False,False,False
land,HB-09B65D,"Land on Sale at Raniban Tinghare, GJBLOS 3651","Raniban Rd, Kathmandu-16, Kathmandu",Kathmandu,Raniban Rd,Pitched Road,6700000.0,3.5,6700000.0,23450000.0,False,False,False,False
land,HB-B7848A,जग्गा बिक्रीमा,"Balkot, Madhyapur Thimi-5, Bhaktapur",Bhaktapur,Balkot,Above 20 Ft,3500000.0,25.0,3500000.0,87500000.0,False,False,False,False
land,HB-9C4454,LAND ON SALE & RENT AT BALUWATAR,"Baluwatar-4, Kathmandu-4, Kathmandu",Kathmandu,Baluwatar,Above 20 Ft,9000000.0,5.1,9000000.0,45900000.0,False,False,False,False
land,HB-82289F,"Plotting Land Sale at Heart of Godawori, Lalitpur","Godawari, Godawari, Lalitpur",Lalitpur,Godawari,13-20 Ft,2300000.0,4.0,2300000.0,9200000.0,False,False,False,False
land,HB-E9DAB9,LAND ON SALE AT CHAPALI,"Chapali Ghumti, Golphutar Main Sadak, Budhanilakantha-4, Kathmandu",Kathmandu,Chapali Ghumti,Pitched Road,5500000.0,10.0,5500000.0,55000000.0,False,False,False,False
land,HB-7357C3,LAND ON SALE AT BUDHANILKANTHA,"Budhanilkantha, Budhanilakantha-2, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4700000.0,5.1,4700000.0,23970000.0,False,False,False,False
land,HB-1C2386,LAND WITH OLD HOUSE ON SALE AT HATTIGAUNDA,"Hattigauda, Golphutar Main Sadak, Budhanilakantha-7, Kathmandu",Kathmandu,Hattigauda,Pitched Road,5000000.0,9.0,5000000.0,45000000.0,False,False,False,False
land,HB-62A239,LAND ON SALE AT DHUMBARAHI,"Dhumbarahi, Kathmandu-4, Kathmandu",Kathmandu,Dhumbarahi,Pitched Road,7500000.0,6.5,7500000.0,48750000.0,False,False,False,False
land,HB-ADFCEF,Land for Sale Tallo Pasikot Budhanilkantha 1Ropani,"Pasikot, Budhanilakantha-4, Kathmandu",Kathmandu,Pasikot,Unknown,4500000.0,16.0,4500000.0,72000000.0,False,False,False,False
land,HB-2C0A27,2 ana 1 paisa jagga bikri ma at bhaisipati,"Jal Binayak Marg, Tallogau, Sainbu, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Tallogau,Above 20 Ft,12500000.0,2.0,12500000.0,25000000.0,False,False,False,False
land,HB-6DF465,sale for the land in bhaktapur sudal,"Himbhanu English Boarding School, F98, कार्की गाउँ, Changunarayan-08, चाँगुनारायण नगरपालिका, भक्तपुर जिल्ला, बागमती प्रदेश, नेपाल",Bhaktapur,कार्की गाउँ,Above 20 Ft,2500000.0,1.0,2500000.0,2500000.0,False,False,False,False
land,HB-6A5799,LAND ON SALE AT BUDHANILKANTHA,"Budhanilkantha, Budhanilakantha-2, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4600000.0,4.0,4600000.0,18400000.0,False,False,False,False
land,HB-1377C4,Land on sale at Baniyatar,"Baniyatar, Kantu Hiti Marg, Lalitpur-2, Lalitpur",Lalitpur,Baniyatar,Pitched Road,4000000.0,4.875,4000000.0,19500000.0,False,False,False,False
land,HB-09D975,Kavresthali - Padamsal 4 Aana Land for sale,"Padamsal Bus Stop, Tarakeshwor-2, Kathmandu",Kathmandu,Padamsal Bus Stop,Unknown,2599000.0,4.0,2599000.0,10396000.0,False,False,False,False
land,HB-CCBFE9,land for sale dhobighat lalitpur 13 aana,"Dhobighat, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Dhobighat,Above 20 Ft,5500000.0,13.0,5500000.0,71500000.0,False,False,False,False
land,HB-5B5E29,LAND ON SALE AT TOKHA,"Jhor Cold Store, Tokha-1, Kathmandu",Kathmandu,Jhor Cold Store,Pitched Road,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
land,HB-17F8D6,18 ana jagga bikri ma at jawalakhel,"National Hospital and Cancer Research Center, Jwalakhel to Pulchowk Road, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,National Hospital And Cancer Research Center,13-20 Ft,12000000.0,18.0,12000000.0,216000000.0,False,False,False,False
land,HB-1F8979,6 ana jagga bikri ma at jawalakhel,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Lalitpur,13-20 Ft,13500000.0,6.0,13500000.0,81000000.0,False,False,False,False
land,HB-887F0F,Land On Sale,"बुन्गमति फर्सीडोल मार्ग, Bungamati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,बुन्गमति फर्सीडोल मार्ग,Unknown,750000.0,48.0,750000.0,36000000.0,False,False,False,False
land,HB-F6D87E,land for sale bhaisepai magargau lalitpur,"Bhetghat Marg, Lalitpur-18, Lalitpur, Bagmati Pradesh",Lalitpur,Bhetghat Marg,13-20 Ft,4200000.0,10.0,4200000.0,42000000.0,False,False,False,False
land,HB-8A8C03,Chapali Bhangal Ma 5-5 Aana Ko Tukra Jagga Bikrima,"chautara drinking water tank, chautara bridge, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Chautara Drinking Water Tank,13-20 Ft,5500000.0,5.0,5500000.0,27500000.0,False,False,False,False
land,HB-834BF2,Chapali Bhangal Ma 12 Aana Jagga Bikrima,"chautara drinking water tank, chautara bridge, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Chautara Drinking Water Tank,13-20 Ft,4500000.0,12.0,4500000.0,54000000.0,False,False,False,False
land,HB-7C043E,Sanepa Ma 11 Aaana Jagga Bikrima,"Sanepa, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Sanepa,13-20 Ft,11500000.0,11.0,11500000.0,126500000.0,False,False,False,False
land,HB-7D2527,Ghattekulo Land on Sale,"Ghattekulo, Kathmandu-29, Kathmandu",Kathmandu,Ghattekulo,Unknown,7500000.0,3.875,7500000.0,29062500.0,False,False,False,False
land,HB-35F495,LAND ON SALE AT BUDHANILKANTHA,"Budhanilkantha Nepal, Budhanilakantha-6, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,6000000.0,6.75,6000000.0,40500000.0,False,False,False,False
land,HB-7F8FEF,"Land for Sale at Satungal, Behind CG!","Satungal Complex, Chandragiri-11, Kathmandu",Kathmandu,Satungal Complex,Unknown,3500000.0,3.0,3500000.0,10500000.0,False,False,False,False
land,HB-99BF4C,Land on sale,"Paknajol, Paknajol, Kathmandu-17, Kathmandu, Bagmati Pradesh",Kathmandu,Paknajol,13-20 Ft,10000000.0,15.0,10000000.0,150000000.0,False,False,False,False
land,HB-DF204E,land for sale gokul awosh bhaisepati lalitpur,"Lalitpur-25, Lalitpur, Bagmati Pradesh",Lalitpur,Lalitpur-25,13-20 Ft,5000000.0,5.0,5000000.0,25000000.0,False,False,False,False
land,HB-430164,land for sale dholaiti lalitpur 5 aana,"384 Dholahiti Ganga Jamuna Marg, Shiva Basti Tole, Loyachok, Shiva Chowk Marg Dakshin, Lalitpur-14, Lalitpur, Bagmati Pradesh",Lalitpur,Shiva Basti Tole,13-20 Ft,6200000.0,5.0,6200000.0,31000000.0,False,False,False,False
land,HB-34F0BD,"4 Anna Land For Sale | Maharajgunj , Kathmandu","Maharajgunj Kathmandu Nepal, Kathmandu-3, Kathmandu",Kathmandu,Maharajgunj,Unknown,7500000.0,4.0,7500000.0,30000000.0,False,False,False,False
land,HB-8C1E47,Prime 7 Aana Land for Rent in Kumaripati,"Kumaripati Ganesh, Lalitpur-5, Lalitpur",Lalitpur,Kumaripati Ganesh,Unknown,71000.0,7.0,71000.0,497000.0,False,False,True,False
land,HB-E450EB,4.5 aana land for sale at Bhaisepati,"Sainbu, Lalitpur-18, Lalitpur",Lalitpur,Sainbu,Unknown,4500000.0,4.5,4500000.0,20250000.0,False,False,False,False
land,HB-190186,Land for sale Sudal Bhaktapur,"Sudal Bus Stop, chyamasighn, Chyamasingh Nala Road, Bhaktapur-9, Bhaktapur",Bhaktapur,Sudal Bus Stop,Above 20 Ft,7500000.0,4.0,7500000.0,30000000.0,False,False,False,False
land,HB-C16E53,4.5 ana land for sale in putung.,"Jayantipur Ekata Tol, Tarakeshwor-7, Kathmandu, Bagmati Pradesh",Kathmandu,Jayantipur Ekata Tol,Unknown,2000000.0,4.5,2000000.0,9000000.0,False,False,False,False
land,HB-216E80,"3 Anna Land for Sale – Adarshanagar, Naikap","Pashminastudio, Chandragiri-14, Kathmandu",Kathmandu,Pashminastudio,Unknown,45.0,3.0,4500000.0,13500000.0,False,False,False,False
land,HB-B38E65,land for sale sanepa lalitpur 20 aana,"Bakhundol, Sanepa Marg, Lalitpur-2, Lalitpur, Bagmati Pradesh",Lalitpur,Bakhundol,13-20 Ft,8500000.0,20.0,8500000.0,170000000.0,False,False,False,False
land,HB-330A2B,land for bhaisepati gokul awosh lalitpur 6 aana,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Lalitpur,Above 20 Ft,4500000.0,6.0,4500000.0,27000000.0,False,False,False,False
land,HB-66A400,36 aana land for sale Hatigauda Budhanilkantha,"Ganesh School Chowk, गोल्फुटार मुख्य सडक, Budhanilakantha-7, Kathmandu, Bagmati Pradesh",Kathmandu,गोल्फुटार मुख्य सडक,13-20 Ft,4500000.0,36.0,4500000.0,162000000.0,False,False,False,False
land,HB-025EDD,Kohiti land sale,"Nhugha, करुणमाया मार्ग, Kathmandu-21, Kathmandu, Bagmati Pradesh",Kathmandu,Nhugha,Unknown,7500000.0,0.75,7500000.0,5625000.0,False,False,False,False
land,HB-92E1EB,land for sale bhaisepati gokul awosh lalitpur,"Lalitpur-25, Lalitpur, Bagmati Pradesh",Lalitpur,Lalitpur-25,Above 20 Ft,4500000.0,32.0,4500000.0,144000000.0,False,False,False,False
land,HB-73DEFB,land for sale bhaisepati height lalitpur 16 aana,"Sainbu, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Sainbu,13-20 Ft,4200000.0,16.0,4200000.0,67200000.0,False,False,False,False
land,HB-041C3E,Beautiful 5 Aana Land for Sale,"Chandragiri-1, Kathmandu, Bagmati Pradesh",Kathmandu,Chandragiri,Pitched Road,1300000.0,5.0,1300000.0,6500000.0,False,False,False,False
land,HB-B1D286,Beautiful 8 Aana Land for Sale in Gairigaun,"Chandragiri-1, Kathmandu, Bagmati Pradesh",Kathmandu,Chandragiri,Pitched Road,1200000.0,13.0,1200000.0,15600000.0,False,False,False,False
land,HB-DE8982,"Land on sale at Banshbari,kathmandu","Bansbari Kathamandu, Kathmandu-3, Kathmandu",Kathmandu,Bansbari,Above 20 Ft,8500000.0,21.0,8500000.0,178500000.0,False,False,False,False
land,HB-6BA95E,"Land on sale at Dhumbharai Height ,Kathmandu","Nepal Investment Bank, Dhumbharai, Dhumbharai Marg, Kathmandu-4, Kathmandu",Kathmandu,Dhumbharai,Above 20 Ft,8500000.0,18.0,8500000.0,153000000.0,False,False,False,False
land,HB-02CDDF,sitapaila taufical ma 56 aana jagga bikrima,"27DR017, Nagarjun, Nagarjun Municipality, Kathmandu",Kathmandu,Nagarjun,9-12 Ft,2000000.0,56.0,2000000.0,112000000.0,False,False,False,True
land,HB-57392F,4 ana and 5 ana land for sale in pasikot,"Budhanilakantha-4, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Unknown,4500000.0,4.0,4500000.0,18000000.0,False,False,False,False
land,HB-F2D704,4 ana land for sale in pasikot,"Budhanilakantha-4, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Unknown,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
land,HB-075D65,semi Commercial Land for sale thamel ktm 3.5 aan,"Bhagwan Bahal Cafe, Amrit Marg, Thamel, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Bhagwan Bahal Cafe,9-12 Ft,12800000.0,3.0,12800000.0,38400000.0,False,False,False,False
land,HB-37EA41,Land For Sale In Gokarna -2 Baluwa,"Gokarneshwar, Gokarneshwar Municipality, Kathmandu",Kathmandu,Gokarneshwar,13-20 Ft,1800000.0,3.0,1800000.0,5400000.0,False,False,False,False
land,HB-1FCB34,land for bhaisepati gokul awosh lalitpur 6 aana,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Lalitpur,13-20 Ft,5200000.0,6.0,5200000.0,31200000.0,False,False,False,False
land,HB-CEF3F9,5 ana land for sale in Khadka gau hattigudda,"Budhanilakantha-6, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Unknown,4500000.0,5.0,4500000.0,22500000.0,False,False,False,False
land,HB-46DCE7,land for sale in thankot,"थानकोट, Chandragiri-4, Kathmandu, Bagmati Pradesh",Kathmandu,Thankot,13-20 Ft,2500000.0,5.0,2500000.0,12500000.0,False,False,False,False
land,HB-C2CF27,"7 Aana Land for sale at lazimpat,khorsanitar Ktm.","Khursanitaar, Shri Marg, Kathmandu-2, Kathmandu, Bagmati Pradesh",Kathmandu,Khursanitaar,Unknown,6500000.0,7.0,6500000.0,45500000.0,False,False,False,False
land,HB-3DDAEC,land for sale in bhangal,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,4100000.0,4.0,4100000.0,16400000.0,False,False,False,False
land,HB-06BB6F,land for sale bhaisepati gokul aawosh lalitipur 5,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Lalitpur,13-20 Ft,5300000.0,5.0,5300000.0,26500000.0,False,False,False,False
land,HB-CE8746,"4 Aana Land For Sale @ Ratamakai Chowk,Imadol","Ratamakai Chok Store, Mahalaxmi-1, Lalitpur",Lalitpur,Mahalaxmi,Unknown,3050000.0,4.0,3050000.0,12200000.0,False,False,False,False
land,HB-137A74,land for sale bhaisepati magargau lalitpur 8 aana,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhaisepati,13-20 Ft,4000000.0,8.0,4000000.0,32000000.0,False,False,False,False
land,HB-084EA4,Land for sale in Pasikot shiva mandir,"Budhanilakantha-4, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Unknown,3400000.0,3.5,3400000.0,11900000.0,False,False,False,False
land,HB-DB1027,land for sale in budhanilkantha,"Budhanilkantha, Budhanilakantha-3, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,4900000.0,24.0,4900000.0,117600000.0,False,False,False,False
land,HB-C5D8D4,Lalitpur harisiddhi ma aakarshak ghaderi,"Satdobato-Godawari Road, Sangam Basti, Harisiddhi, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Satdobato,13-20 Ft,33.0,3.0,3300000.0,9900000.0,False,False,False,False
land,HB-BF0FCD,bhimdunga ma rahyeko jagga urgent bikrima,"Nagarjun Municipality, Kathmandu",Kathmandu,Nagarjun,13-20 Ft,1700000.0,3.0,1700000.0,5100000.0,False,False,False,False
land,HB-708D79,"Land on Sale at Jarsing Pauwa, GJBLOS 3650","Jarsing Pauwa Khaja Ghar, Gokarneshwor-8, Kathmandu",Kathmandu,Jarsing Pauwa Khaja Ghar,Gravel Road,900000.0,60.0,900000.0,54000000.0,False,False,False,True
land,HB-E517EE,commercialland for sale sanepa 2 lalitpur 19 aana,"74 Sanchal Marg, Sanepa, Sanchal Marg, Lalitpur-2, Lalitpur, Bagmati Pradesh",Lalitpur,Sanepa,Above 20 Ft,8600000.0,19.0,8600000.0,163400000.0,False,False,False,False
land,HB-EAB9EB,commercial land for sale kupandol lalitpur 8 aana,"Bakhundole, Kan Devatasthan Marg, Lalitpur-1, Lalitpur, Bagmati Pradesh",Lalitpur,Bakhundole,Above 20 Ft,13200000.0,8.0,13200000.0,105600000.0,False,False,False,False
land,HB-EB8F6C,Commercial Land for Sale at Bhaisepati Awas,"Awashgate Bhaisepati Salesberry, MR-4 Marg, Lalitpur-25, Lalitpur",Lalitpur,Bhaisepati,Unknown,12000000.0,5.75,12000000.0,69000000.0,False,False,False,False
land,HB-E0F795,"Land on Sale at Badikhel lalitpur, GJBLOS 3649","Badikhel Ram Temple, Godawari-8, Lalitpur",Lalitpur,Badikhel Ram Temple,Gravel Road,1400000.0,5.6875,1400000.0,7962500.0,False,False,False,False
land,HB-840CE8,Land On Sale At Sitapaila,"Sitapaila Trading Company Pvt. Ltd., Kathmandu-13, Kathmandu",Kathmandu,Sitapaila,Above 20 Ft,8000000.0,11.0,8000000.0,88000000.0,False,False,False,False
land,HB-8CFCB9,land for sale bhaisepati aawosh 2 lalitpur,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhaisepati,Above 20 Ft,5200000.0,5.0,5200000.0,26000000.0,False,False,False,False
land,HB-3D9FF2,Budhanilkantha Ma Commercial 9 Aana Jagga Bikrima,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,7500000.0,9.0,7500000.0,67500000.0,False,False,False,False
land,HB-464F09,Residential land is on sale,"Narayan Pokhrel Pratisthan, Nagarjun-7, Kathmandu",Kathmandu,Narayan Pokhrel Pratisthan,Gravel Road,1450000.0,20.0,1450000.0,29000000.0,False,False,False,False
