neighborhood,district,location_raw,price_per_aana,land_size_aana,calculated_total_price,road_width_feet,road_type,facing,is_wide_road,is_price_suspect,is_large_plot,is_rate_outlier,is_price_outlier
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5800000.0,,,20.0,Paved,South,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,,,13.0,Paved,West,False,False,False,False,False
Suryabinayak,Bhaktapur,"Suryabinayak, Bhaktapur",4200000.0,4.1,17220000.0,18.0,Pitched,South-East,False,False,False,False,False
Chamati,Kathmandu,"Chamati, Kathmandu",7300000.0,4.3,31390000.0,26.0,Pitched,South,False,False,False,False,False
Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",4000000.0,5.2,20800000.0,11.0,Gravel,South,False,False,False,False,False
Narayantar,Kathmandu,"Narayantar, Kathmandu",4700000.0,5.1,23970000.0,13.0,Paved,North-East,False,False,False,False,False
Bode,Bhaktapur,"Bode, Bhaktapur",2200000.0,,,20.0,Paved,West,False,False,False,False,False
Pepsicola,Kathmandu,"Pepsicola, Kathmandu",5500000.0,4.2,23100000.0,13.0,Gravel,North,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",3800000.0,7.3,27740000.0,13.0,Gravel,South,False,False,False,False,False
Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",4600000.0,3.2,14720000.0,20.0,Gravel,North-East,False,False,False,False,False
Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6500000.0,,,14.0,Paved,East,False,False,False,False,False
Manamaiju,Kathmandu,"Manamaiju, Kathmandu",5500000.0,5.1,28049999.999999996,,,South-West,False,False,False,False,False
Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",4900000.0,,,26.0,Gravel,North-East,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4500000.0,,,,,North,False,False,False,False,False
Baluwatar,Kathmandu,"Baluwatar, Kathmandu",6800000.0,,,,,South,False,False,False,False,False
Pasikot,Kathmandu,"Pasikot, Kathmandu",4716981.132075472,5.3,25000000.0,20.0,Pitched,East,False,False,False,False,False
Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",4500000.0,,,10.0,Paved,South,False,False,False,False,False
Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6500000.0,,,14.0,Paved,East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,,,20.0,Gravel,South-East,False,False,False,False,False
Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6000000.0,,,20.0,Gravel,West,False,False,False,False,False
Thali,Kathmandu,"Thali, Kathmandu",3200000.0,,,13.0,Paved,West,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,,,13.0,Paved,North-East,False,False,False,False,False
Dhobighat,Lalitpur,"Dhobighat, Lalitpur",6500000.0,,,,,North,False,False,False,False,False
Ochu Height,Lalitpur,"Ochu Height, Lalitpur",4800000.0,,,13.0,Gravel,East,False,False,False,False,False
Changathali,Lalitpur,"Changathali, Lalitpur",4000000.0,,,13.0,Paved,South,False,False,False,False,False
Hariyalinagar,Kathmandu,"Hariyalinagar, Kathmandu",2200000.0,,,16.0,Paved,North,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",2800000.0,,,20.0,Gravel,South,False,False,False,False,False
Chhauni,Kathmandu,"Chhauni, Kathmandu",6500000.0,,,,,South,False,False,False,False,False
White Gumba,Kathmandu,"White Gumba, Kathmandu",1700000.0,,,13.0,Pitched,East,False,False,False,False,False
Baluwa,Kathmandu,"Baluwa, Kathmandu",950000.0,3.1,2945000.0,13.0,Gravel,,False,False,False,False,False
Ramkot,Kathmandu,"Ramkot, Kathmandu",3500000.0,3.2,11200000.0,13.0,Paved,South,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4000000.0,4.2,16800000.0,20.0,Gravel,South,False,False,False,False,False
Gundu,Bhaktapur,"Gundu, Bhaktapur",1500000.0,,,,,East,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4300000.0,,,16.0,Pitched,South-West,False,False,False,False,False
Shivanagar,Chitwan,"Shivanagar, Chitwan",,,,20.0,Pitched,East,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4500000.0,,,13.0,Gravel,South,False,False,False,False,False
Tokha,Kathmandu,"Tokha, Kathmandu",6800000.0,,,13.0,Pitched,West,False,False,False,False,False
Changathali,Lalitpur,"Changathali, Lalitpur",3500000.0,,,20.0,Gravel,South-East,False,False,False,False,False
Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6500000.0,4.2,27300000.0,20.0,Gravel,East,False,False,False,False,False
Kusunti,Lalitpur,"Kusunti, Lalitpur",,,,26.0,Gravel,East,False,False,False,False,False
Hepali Height,Kathmandu,"Hepali Height, Kathmandu",6500000.0,3.2,20800000.0,,,South,False,False,False,False,False
Bansbari,Kathmandu,"Bansbari, Kathmandu",6500000.0,,,16.0,Pitched,South,False,False,False,False,False
Bansbari,Kathmandu,"Bansbari, Kathmandu",5600000.0,,,16.0,Paved,East,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",5500000.0,,,,,North,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",3800000.0,,,13.0,Paved,East,False,False,False,False,False
Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3100000.0,3.2,9920000.0,13.0,Gravel,East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",2800000.0,,,20.0,Paved,South,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3000000.0,,,13.0,Gravel,South,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",5500000.0,2.2,12100000.000000002,13.0,Paved,East,False,False,False,False,False
Maharajgunj,Kathmandu,"Maharajgunj, Kathmandu",7600000.0,6.3,47880000.0,20.0,Pitched,South-East,False,False,False,False,False
Rampur,Dhanusa,"Rampur, Dhanusa",,0.4,,20.0,Paved,West,False,False,False,False,False
Banasthali,Kathmandu,"Banasthali, Kathmandu",1908000.0,,,,,,False,False,False,False,False
Sirutar,Bhaktapur,"Sirutar, Bhaktapur",2700000.0,,,20.0,Gravel,South-West,False,False,False,False,False
Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3300000.0,,,13.0,Gravel,East,False,False,False,False,False
Sitapakha,Lalitpur,"Sitapakha, Lalitpur",4000000.0,,,13.0,Gravel,South,False,False,False,False,False
Sunkhani,Nuwakot,"Sunkhani, Nuwakot",87500.0,,,12.0,Gravel,North,False,False,False,True,False
Sunkhani,Nuwakot,"Sunkhani, Nuwakot",,,125000000.0,16.0,Gravel,East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",2900000.0,3.2,9280000.0,13.0,Gravel,North-West,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",4000000.0,3.2,12800000.0,13.0,Paved,East,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4500000.0,,,13.0,Paved,South,False,False,False,False,False
Birtamode,Jhapa,"Birtamode, Jhapa",1502347.4178403756,,,20.0,Gravel,North,False,False,False,False,False
Kadaghari,Kathmandu,"Kadaghari, Kathmandu",3900000.0,,,20.0,Gravel,South,False,False,False,False,False
Thali,Kathmandu,"Thali, Kathmandu",2000000.0,,,13.0,Pitched,East,False,False,False,False,False
Mulpani,Kathmandu,"Mulpani, Kathmandu",2500000.0,3.3,8250000.0,15.0,Gravel,West,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4200000.0,4.2,17640000.0,20.0,Paved,West,False,False,False,False,False
Kharibot,Kathmandu,"Kharibot, Kathmandu",7000000.0,,,13.0,Pitched,North-East,False,False,False,False,False
Kavresthali,Kathmandu,"Kavresthali, Kathmandu",1700000.0,,,13.0,Gravel,South-West,False,False,False,False,False
Mechinagar,Jhapa,"Mechinagar, Jhapa",,,,7.0,Pitched,West,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4500000.0,,,13.0,Gravel,South,False,False,False,False,False
Mahalaxmisthan,Lalitpur,"Mahalaxmisthan, Lalitpur",8000000.0,,,13.0,Paved,South,False,False,False,False,False
Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5500000.0,5.2,28600000.0,20.0,Paved,North,False,False,False,False,False
Old Baneshwor,Kathmandu,"Old Baneshwor, Kathmandu",,,,18.0,Paved,East,False,False,False,False,False
Gatthaghar,Bhaktapur,"Gatthaghar, Bhaktapur",5500000.0,6.1,33549999.999999996,10.0,Pitched,West,False,False,False,False,False
Dahachowk,Kathmandu,"Dahachowk, Kathmandu",2400000.0,5.3,12720000.0,12.0,Gravel,,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",5800000.0,,,13.0,Gravel,North-East,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",4400000.0,4.2,18480000.0,20.0,Paved,North,False,False,False,False,False
Sunakothi,Lalitpur,"Sunakothi, Lalitpur",3500000.0,,,13.0,Paved,South,False,False,False,False,False
Shital Height,Lalitpur,"Shital Height, Lalitpur",4300000.0,4.1,17630000.0,13.0,Gravel,North,False,False,False,False,False
Shital Height,Lalitpur,"Shital Height, Lalitpur",4500000.0,,,20.0,Gravel,North,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,4.1,16399999.999999998,13.0,Paved,West,False,False,False,False,False
Kapan,Kathmandu,"Kapan, Kathmandu",4500000.0,,,13.0,Paved,North-East,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",4200000.0,4.2,17640000.0,13.0,Gravel,East,False,False,False,False,False
Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6500000.0,5.2,33800000.0,20.0,Pitched,North-East,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",6500000.0,,,13.0,Paved,East,False,False,False,False,False
Dhobighat,Lalitpur,"Dhobighat, Lalitpur",7500000.0,,,13.0,Pitched,South,False,False,False,False,False
Pasikot,Kathmandu,"Pasikot, Kathmandu",5200000.0,,,20.0,Gravel,East,False,False,False,False,False
Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3800000.0,3.1,11780000.0,13.0,Paved,South,False,False,False,False,False
Sanepa,Lalitpur,"Sanepa, Lalitpur",8500000.0,,,14.0,Pitched,South,False,False,False,False,False
Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3800000.0,,,13.0,Gravel,West,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3600000.0,,,13.0,Gravel,North,False,False,False,False,False
Daskilla,Dhading,"Daskilla, Dhading",,,,12.0,Gravel,North,False,False,False,False,False
Bafal,Lalitpur,"Bafal, Lalitpur",6500000.0,,,13.0,Pitched,South-West,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",5000000.0,6.2,31000000.0,13.0,Pitched,North-West,False,False,False,False,False
Kuleshwor,Kathmandu,"Kuleshwor, Kathmandu",7500000.0,8.2,61499999.99999999,16.0,Pitched,North-East,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",4500000.0,4.2,18900000.0,,,East,False,False,False,False,False
Guheshwori,Kathmandu,"Guheshwori, Kathmandu",6500000.0,2.2,14300000.000000002,12.0,Pitched,East,False,False,False,False,False
Kurtha,Dhanusa,"Kurtha, Dhanusa",1690140.8450704226,0.12,202816.9014084507,42.0,Pitched,North,True,False,False,False,False
Godawari,Lalitpur,"Godawari, Lalitpur",2500000.0,4.1,10250000.0,20.0,Paved,East,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4000000.0,3.1,12400000.0,13.0,Paved,North-East,False,False,False,False,False
Mujeliya,Dhanusa,"Mujeliya, Dhanusa",2816901.4084507045,0.18,507042.2535211268,52.0,Paved,East,True,False,False,False,False
Kurtha,Dhanusa,"Kurtha, Dhanusa",5633802.816901409,,,13.0,Gravel,South,False,False,False,False,False
Baluwatar,Kathmandu,"Baluwatar, Kathmandu",8000000.0,22.5,180000000.0,20.0,Pitched,South,False,False,False,False,False
Ganesh Chowk,Kathmandu,"Ganesh Chowk, Kathmandu",,,3700000.0,13.0,Pitched,South,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,3.3,12540000.0,20.0,Gravel,North-East,False,False,False,False,False
Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",2200000.0,,,13.0,Gravel,,False,False,False,False,False
Kurtha,Dhanusa,"Kurtha, Dhanusa",638497.6525821596,0.22,140469.4835680751,,,East,False,False,False,False,False
Ekatabasti,Kathmandu,"Ekatabasti, Kathmandu",,,25000000.0,13.0,Pitched,West,False,False,False,False,False
Sanobharyang,Kathmandu,"Sanobharyang, Kathmandu",,,,20.0,Pitched,East,False,False,False,False,False
Kuleshwor,Kathmandu,"Kuleshwor, Kathmandu",6000000.0,,,20.0,Pitched,North,False,False,False,False,False
Kuleshwor,Kathmandu,"Kuleshwor, Kathmandu",8000000.0,,,22.0,Pitched,South,False,False,False,False,False
Dillibazar,Kathmandu,"Dillibazar, Kathmandu",7700000.0,4.2,32340000.0,20.0,Pitched,South,False,False,False,False,False
Thaiba,Lalitpur,"Thaiba, Lalitpur",2600000.0,,,13.0,Gravel,West,False,False,False,False,False
Shital Height,Lalitpur,"Shital Height, Lalitpur",4100000.0,,,12.0,Gravel,South,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3300000.0,,,20.0,Gravel,North-East,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,,,8.0,Gravel,South,False,False,False,False,False
Chobhar,Kathmandu,"Chobhar, Kathmandu",2800000.0,11.2,31359999.999999996,22.0,Pitched,North-East,False,False,False,False,False
Chobhar,Kathmandu,"Chobhar, Kathmandu",2800000.0,5.2,14560000.0,20.0,Pitched,South-West,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",4300000.0,,,13.0,Gravel,East,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,,,13.0,Gravel,North,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,4.2,18900000.0,13.0,Gravel,South-West,False,False,False,False,False
Kuleshwor,Kathmandu,"Kuleshwor, Kathmandu",6000000.0,,,16.0,Pitched,North-West,False,False,False,False,False
Ramhiti,Kathmandu,"Ramhiti, Kathmandu",,19.2,,12.0,Pitched,East,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3000000.0,,,13.0,Gravel,South,False,False,False,False,False
Bafal,Lalitpur,"Bafal, Lalitpur",6800000.0,,,12.0,Pitched,East,False,False,False,False,False
Bafal,Lalitpur,"Bafal, Lalitpur",6800000.0,10.2,69360000.0,13.0,Pitched,South,False,False,False,False,False
Ochu Height,Lalitpur,"Ochu Height, Lalitpur",,,3800000.0,10.0,Gravel,South,False,False,False,False,False
Radhe Radhe,Bhaktapur,"Radhe Radhe, Bhaktapur",,2.2,,,Pitched,South,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,4.2,18900000.0,13.0,Gravel,South-West,False,False,False,False,False
Gairidhara,Kathmandu,"Gairidhara, Kathmandu",9000000.0,,,13.0,Pitched,East,False,False,False,False,False
Sanepa,Lalitpur,"Sanepa, Lalitpur",8000000.0,,,13.0,Pitched,South,False,False,False,False,False
Tokha Chandeshwori,Kathmandu,"Tokha Chandeshwori, Kathmandu",3000000.0,3.2,9600000.0,13.0,Pitched,West,False,False,False,False,False
Ochu Height,Lalitpur,"Ochu Height, Lalitpur",4100000.0,,,13.0,Pitched,South,False,False,False,False,False
Zero Mile,Dhanusa,"Zero Mile, Dhanusa",,,700000.0,14.0,Gravel,South-East,False,False,False,False,False
Pidariya Mai Temple,Dhanusa,"Pidariya Mai Temple, Dhanusa",1502347.4178403756,0.5,751173.7089201878,,,North-West,False,False,False,False,False
Tahachal,Kathmandu,"Tahachal, Kathmandu",5000000.0,,,13.0,Pitched,North-East,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3700000.0,3.3,12210000.0,13.0,Gravel,South-East,False,False,False,False,False
Khahare,Kathmandu,"Khahare, Kathmandu",,,,16.0,Pitched,,False,False,False,False,False
Harhar Mahadev,Kathmandu,"Harhar Mahadev, Kathmandu",,12.2,,18.0,Pitched,,False,False,False,False,False
Kageshwari Manohara,Kathmandu,"Kageshwari Manohara, Kathmandu",,,,15.0,Pitched,East,False,False,False,False,False
Sankhu,Kathmandu,"Sankhu, Kathmandu",749999.9999999999,2.2,1650000.0,10.0,Pitched,East,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5200000.0,,,13.0,Paved,South,False,False,False,False,False
Ochu Height,Lalitpur,"Ochu Height, Lalitpur",4500000.0,,,13.0,Gravel,South,False,False,False,False,False
Nil Barahi Mandir,Bhaktapur,"Nil Barahi Mandir, Bhaktapur",928571.4285714285,4.2,3900000.0,,,South-East,False,False,False,False,False
Muhanpokhari,Kathmandu,"Muhanpokhari, Kathmandu",3500000.0,,,13.0,Pitched,West,False,False,False,False,False
Siddhipur,Lalitpur,"Siddhipur, Lalitpur",4300000.0,,,13.0,Gravel,South,False,False,False,False,False
Kaushaltar,Bhaktapur,"Kaushaltar, Bhaktapur",4000000.0,,,13.0,Gravel,North,False,False,False,False,False
Campus Chowk,Dhanusa,"Campus Chowk, Dhanusa",2816901.4084507045,0.18,507042.2535211268,29.0,Pitched,South,False,False,False,False,False
Machhe Gaun,Kathmandu,"Machhe Gaun, Kathmandu",,,13000000.0,14.0,Pitched,North-East,False,False,False,False,False
Rajaul,Dhanusa,"Rajaul, Dhanusa",845070.4225352113,,,14.0,Gravel,West,False,False,False,False,False
Mujeliya,Dhanusa,"Mujeliya, Dhanusa",751173.7089201878,0.17,127699.53051643193,15.0,Gravel,South,False,False,False,False,False
Basundhara,Kathmandu,"Basundhara, Kathmandu",7000000.0,7.1,49700000.0,13.0,Pitched,East,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",4100000.0,,,20.0,Paved,South,False,False,False,False,False
Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",4100000.0,,,20.0,Paved,South,False,False,False,False,False
Chalnakhel,Kathmandu,"Chalnakhel, Kathmandu",,,1800000.0,13.0,Pitched,South,False,False,False,False,False
Hattiban,Lalitpur,"Hattiban, Lalitpur",4100000.0,,,13.0,Paved,North-East,False,False,False,False,False
Kurtha,Dhanusa,"Kurtha, Dhanusa",1220657.2769953052,0.13,158685.44600938968,42.0,Pitched,South,True,False,False,False,False
Sapantirtha,Kathmandu,"Sapantirtha, Kathmandu",3500000.0,,,13.0,Gravel,South,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",4200000.0,,,13.0,Paved,South,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3400000.0,,,13.0,Paved,West,False,False,False,False,False
Pidariya Mai Temple,Dhanusa,"Pidariya Mai Temple, Dhanusa",1596244.131455399,0.5,798122.0657276995,12.0,Gravel,North,False,False,False,False,False
Sitapaila,Kathmandu,"Sitapaila, Kathmandu",,,,13.0,Pitched,South,False,False,False,False,False
Mujeliya,Dhanusa,"Mujeliya, Dhanusa",751173.7089201878,0.17,127699.53051643193,16.0,Gravel,North,False,False,False,False,False
Mujeliya,Dhanusa,"Mujeliya, Dhanusa",845070.4225352113,0.11,92957.74647887325,13.0,Pitched,South-West,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,,,13.0,Gravel,North,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",500000.00000000006,10.2,5100000.0,13.0,Pitched,North-East,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,,,20.0,Paved,East,False,False,False,False,False
Changathali,Lalitpur,"Changathali, Lalitpur",3000000.0,,,13.0,Gravel,South,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",3800000.0,,,13.0,Gravel,South,False,False,False,False,False
Mills Area,Dhanusa,"Mills Area, Dhanusa",14084507.042253522,0.7,9859154.929577464,41.0,Pitched,East,True,False,False,False,False
Bega Shivapur,Dhanusa,"Bega Shivapur, Dhanusa",1314553.9906103287,,,42.0,Pitched,North,True,False,False,False,False
Mills Area,Dhanusa,"Mills Area, Dhanusa",1877934.2723004697,0.7,1314553.9906103287,26.0,Paved,South,False,False,False,False,False
Old Baneshwor,Kathmandu,"Old Baneshwor, Kathmandu",8000000.0,,,13.0,Pitched,West,False,False,False,False,False
Shital Height,Lalitpur,"Shital Height, Lalitpur",,,4000000.0,13.0,Gravel,South-West,False,False,False,False,False
Newroad,Kaski,"Newroad, Kaski",,7.4,,,Pitched,East,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",,,4500000.0,13.0,Pitched,North,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4500000.0,,,13.0,Pitched,East,False,False,False,False,False
Mahendra Chowk,Morang,"Mahendra Chowk, Morang",6666666.666666667,1.5,10000000.0,20.0,Gravel,East,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4000000.0,4.3,17200000.0,20.0,Pitched,West,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4200000.0,,,13.0,Gravel,South,False,False,False,False,False
Devichaur,Lalitpur,"Devichaur, Lalitpur",500000.0,,,13.0,Pitched,South,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3700000.0,4.2,15540000.0,13.0,Paved,North,False,False,False,False,False
Hattiban,Lalitpur,"Hattiban, Lalitpur",4800000.0,4.2,20160000.0,13.0,Gravel,South,False,False,False,False,False
Changunarayan,Bhaktapur,"Changunarayan, Bhaktapur",2600000.0,,,13.0,Pitched,North-West,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,,,13.0,Paved,North,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,,,13.0,Paved,North,False,False,False,False,False
Krishna Mandir,Kathmandu,"Krishna Mandir, Kathmandu",3500000.0,,,13.0,Pitched,East,False,False,False,False,False
Tokha,Kathmandu,"Tokha, Kathmandu",3500000.0,,,13.0,Pitched,North,False,False,False,False,False
Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",6500000.0,3.2,20800000.0,26.0,Gravel,West,False,False,False,False,False
Sanothimi,Bhaktapur,"Sanothimi, Bhaktapur",6500000.0,,,20.0,Paved,South-East,False,False,False,False,False
Pasikot,Kathmandu,"Pasikot, Kathmandu",4200000.0,,,13.0,Pitched,East,False,False,False,False,False
Hattigauda,Kathmandu,"Hattigauda, Kathmandu",5200000.0,,,13.0,Pitched,East,False,False,False,False,False
Bhangal,Kathmandu,"Bhangal , Kathmandu",,,4700000.0,12.0,Pitched,South,False,False,False,False,False
Setipakha,Lalitpur,"Setipakha, Lalitpur",3800000.0,,,13.0,Paved,North-East,False,False,False,False,False
Gwarko,Lalitpur,"Gwarko, Lalitpur",6500000.0,,,13.0,Paved,South-West,False,False,False,False,False
Ochu Height,Lalitpur,"Ochu Height, Lalitpur",4000000.0,,,13.0,Gravel,West,False,False,False,False,False
Sanothimi,Bhaktapur,"Sanothimi, Bhaktapur",5600000.0,,,20.0,Paved,South,False,False,False,False,False
Lama Gaun,Nuwakot,"Lama Gaun, Nuwakot",2500000.0,25.2,63000000.0,13.0,Pitched,North-East,False,False,False,False,False
