ad_id,title,location_raw,district,neighborhood,road_type,raw_price,land_size_aana,price_per_aana,calculated_total_price,is_price_suspect,is_price_outlier,is_rate_outlier,is_large_plot
HB-FA8F4B,Land on sell chandragiri Thankot,"chandagiri, Chandragiri, Kathmandu",Kathmandu,Chandagiri,Pitched Road,1800000.0,4.0,1800000.0,7200000.0,False,False,False,False
HB-1FAD77,"Land on sell at Nakxal Bhagwati mandeer,Kathmandu","Naxal, Kathmandu",Kathmandu,Naxal,Pitched Road,1100000000.0,10.0,110000000.0,1100000000.0,False,True,False,False
HB-6F17EC,LAND FOR SALE SINAMANGAL HIGHWAY,"Kathmandu Ringroad, गैरी गाउँ, Kathmandu-09, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44703, नेपाल",Kathmandu,गैरी गाउँ,Above 20 Ft,15000000.0,10.50401753104456,1428025.0347705144,15000000.0,False,False,False,False
HB-06A6E7,7.2 Anna Land At Narayanthan(Budanilkantha),"budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,,5500000.0,7.2,5500000.0,39600000.0,False,False,False,False
HB-864983,Land for sale at champi 6 km from ekantakuna,"Champi (Karyabinayak), Lalitpur",Lalitpur,Champi,Gravel Road,2000000.0,10.0,2000000.0,20000000.0,False,False,False,False
HB-65D601,Land 3.5 anna land for sale at lalitpur bhaisepati,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",Lalitpur,Bhaisepati,Gravel Road,4200000.0,3.0625,1371428.5714285714,4200000.0,False,False,False,False
HB-B366DE,Urgent Land for sale at dadhikot,"Dadhikot (Ananta), Bhaktapur",Bhaktapur,Dadhikot,Pitched Road,2600000.0,4.5625,2600000.0,11862500.0,False,False,False,False
HB-45BB89,"7 anna plotted land for sale at chobhar, Taudaha","kritipur chovar, Chobhar (Kirtipur), Kathmandu",Kathmandu,Kritipur Chovar,Above 20 Ft,3000000.0,7.625,3000000.0,22875000.0,False,False,False,False
HB-39C654,Plotted Land in Bhaisepati on Sale,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",Lalitpur,Bhaisepati,Gravel Road,4500000.0,5.0,4500000.0,22500000.0,False,False,False,False
HB-9987CD,Land for sale in Budhanilkantha,"budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,5600000.0,9.0,5600000.0,50400000.0,False,False,False,False
HB-424C72,5.2 aana Land in Kantipur Colony on Sale,"Kantipur Colony, Nakhudol, Lalitpur-14, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, Nepal",Lalitpur,Kantipur Colony,Above 20 Ft,3500000.0,5.5,3500000.0,19250000.0,False,False,False,False
HB-1D93C7,Land for sale in Budhanilkantha,"budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,5200000.0,11.2,5200000.0,58240000.0,False,False,False,False
HB-611981,Buy 26 Aana Land Get House For Free,"Ekantakuna, Lalitpur",Lalitpur,Ekantakuna,,100000000.0,26.0,3846153.846153846,100000000.0,False,False,False,False
HB-54D6C0,7.2 Anna Land At Dadapauwa opp.Padma Colony,"Ramkot (Nagarjun), Kathmandu",Kathmandu,Nagarjun,,3500000.0,7.2,3500000.0,25200000.0,False,False,False,False
HB-BA5229,4 aana Land on sale at raniban town planning,"Nagarjun-01, नागार्जुन नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44601, नेपाल",Kathmandu,Nagarjun,13-20 Ft,6000000.0,4.0,1500000.0,6000000.0,False,False,False,False
HB-29C950,Land For Sale At Budhanilkantha,"Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Golphutar,13-20 Ft,4000000.0,4.0,1000000.0,4000000.0,False,False,False,False
HB-03A2BF,"4 aana land on, Chunikhel, Sapatar, Budhanilkantha","Budhanilkantha-13, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल",Kathmandu,Budhanilkantha,13-20 Ft,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
HB-3D989C,Land For Sale At Budhanilkantha 02,"Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Golphutar,Above 20 Ft,3800000.0,4.0,3800000.0,15200000.0,False,False,False,False
HB-BB0781,Land For Sale At Budhanilkantha 02 Bhangal,"Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Golphutar,13-20 Ft,3500000.0,7.0,3500000.0,24500000.0,False,False,False,False
HB-F25566,"7 ana Land on sale in Hattigauda, Budhanilkantha","budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,Gravel Road,4200000.0,7.0,4200000.0,29400000.0,False,False,False,False
HB-6BF137,"land on sell at Budhanilkantha,Kathmandu","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,2900000.0,3.5,2900000.0,10150000.0,False,False,False,False
HB-63F3B3,5 aana 1 paisa land on sale at raniban kathmandu,"बालाजु बाइपास, Kathmandu-16, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44611, नेपाल",Kathmandu,बालाजु बाइपास,13-20 Ft,4600000.0,5.0,4600000.0,23000000.0,False,False,False,False
HB-0D23B0,Land for sale in Bhaktapur,"Bhaktapur City, Bhaktapur",Bhaktapur,Unknown,Pitched Road,5500000.0,4.3,1279069.7674418606,5500000.0,False,False,False,False
HB-7C66BF,Land for sale in Budhanilkantha,"budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,,4600000.0,17.0,4600000.0,78200000.0,False,False,False,False
HB-5BA734,"land on sell at Maharajgunj,Kathmandu","Maharajgunj, Kathmandu",Kathmandu,Maharajgunj,Pitched Road,8000000.0,19.0,8000000.0,152000000.0,False,False,False,False
HB-67EA59,Land For Sale At Pasikot,"Alliant Insurance Brokrers, 303, थापाथली सडक, थापाथली, Kathmandu-11, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 00779, नेपाल",Kathmandu,Alliant Insurance Brokrers,,3500000.0,5.0,3500000.0,17500000.0,False,False,False,False
HB-8331C6,19 ana Land on sale in VIP area of Budhanilkantha,"Hattigaunda Bhangal Chapali Chunikhel Hepali Height Italitar Khadka Bhadrakali Narayanthan Mahankhal Pasikot Golfutar Budanilkantha, Budhanilkantha Area, Kathmandu",Kathmandu,Golfutar,Above 20 Ft,6000000.0,19.0,6000000.0,114000000.0,False,False,False,False
