ad_id,title,location_raw,district,neighborhood,road_type,raw_price,land_size_aana,price_per_aana,calculated_total_price,is_price_suspect,is_price_outlier,is_rate_outlier,is_large_plot
HB-30D0C6,LAND FOR SALE KOTESHWOR NEAR GRAMAR COLLEGE,"Munna Motorcycle Repairing Center and Leth, Seti O.P. Marg, ठुलोधारा, कोटेश्वर, Kathmandu-32, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44617, नेपाल",Kathmandu,Munna Motorcycle Repairing Center And Leth,Above 20 Ft,8000000.0,8.0,1000000.0,8000000.0,False,False,False,False
HB-7CF1BA,44 aana land on sale at Ramkot Kathmandu,"27DR018, Nagarjun-06, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44601, नेपाल",Kathmandu,Nagarjun,Above 20 Ft,3500000.0,44.0,3500000.0,154000000.0,False,False,False,False
HB-C811EE,20 Aana commercial land sale ring road Kathmandu,"स्वयम्भू, Kathmandu-15, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",Kathmandu,स्वयम्भू,Above 20 Ft,12000000.0,20.0,12000000.0,240000000.0,False,False,False,False
HB-75C5CB,Land for sale at Thali Danchhi,"Gokarna Forest Resort, Puspalal Marg, थली, Gokarneshwar-04, कागेश्वरी मनोहरा, गोकर्णेश्वर नगरपालिका, काठमाडौं, बागमती प्रदेश, 46603, नेपाल",Kathmandu,Gokarna Forest Resort,,1600000.0,8.49963476990504,1600000.0,13599415.631848063,False,False,False,False
HB-B992BB,Balkhu Kumari Club Sangai Sastoma Jagga Bikrima,"Jana Bikash Ucchha Secondary School, F22, Kathmandu Metropolitan City, Kirtipur Municipality, Kathmandu",Kathmandu,Jana Bikash Ucchha Secondary School,13-20 Ft,3100000.0,8.0,3100000.0,24800000.0,False,False,False,False
HB-92C123,Sasotoma Machey Gao Kirtipur Ma Jaga Bikrima,"Maulo Gade Pokhari, Chandragiri Municipality, Kathmandu",Kathmandu,Maulo Gade Pokhari,13-20 Ft,1500000.0,15.0,1500000.0,22500000.0,False,False,False,False
HB-584D75,"Land on sale at Shivamandir,Budhanilkantha","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,2300000.0,32.0,2300000.0,73600000.0,False,False,False,False
HB-15DD7B,3.75 ana Land on Sale at Nagdaha Dhapakhel,"Nagdaha Jharuwarasi Marg, Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 41700, Nepal",Lalitpur,Dhapakhel,Gravel Road,2500000.0,3.75,2500000.0,9375000.0,False,False,False,False
HB-8E2A2D,LAND FOR SALE NEAR MALPOT OFFICE SUDAL BHAKTAPUR,"Goshpul Sudal Kamalsi Road, कार्की गाउँ, Changunarayan-08, Sudal, चाँगुनारायण नगरपालिका, भक्तपुर, बागमती प्रदेश, नेपाल",Bhaktapur,कार्की गाउँ,13-20 Ft,1800000.0,4.0,1800000.0,7200000.0,False,False,False,False
HB-C46C59,"Land For Sale In Sipadol, Bhaktapur","Sipadol Inacho Kamalbinayak Suryabinayak, Jagati Area, Bhaktapur",Bhaktapur,Suryabinayak,Pitched Road,3000000.0,9.4375,3000000.0,28312500.0,False,False,False,False
HB-526821,16 ana Land For Sale Urgent At Budhanilkantha,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,4200000.0,16.0,4200000.0,67200000.0,False,False,False,False
HB-2120B2,4 Ana Land For Sale At Budhanilkantha Kapan,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,3200000.0,4.0,3200000.0,12800000.0,False,False,False,False
HB-B5BF1F,Land on sale at Jorpati,"Jorpati (Gokarneshwar), Kathmandu",Kathmandu,Jorpati,Above 20 Ft,6000000.0,6.0,1000000.0,6000000.0,False,False,False,False
HB-2509F3,44 aana commercial on sale ramkot Kathmandu,"Nagarjun-06, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44601, नेपाल",Kathmandu,Nagarjun,Above 20 Ft,3500000.0,44.0,3500000.0,154000000.0,False,False,False,False
HB-94B60C,arubari highway land,"महानकल रोड, गोकर्णेश्वर, Gokarneshwar-09, गोकर्णेश्वर नगरपालिका, काठमाडौं, बागमती प्रदेश, 21740, नेपाल",Kathmandu,महानकल रोड,13-20 Ft,7500000.0,8.0,7500000.0,60000000.0,False,False,False,False
HB-5BF21E,5 Ana Land For Sale At Raniban Kathmandu.,"Raniban (Nagarjun), Kathmandu",Kathmandu,Nagarjun,13-20 Ft,5500000.0,5.0,1100000.0,5500000.0,False,False,False,False
HB-BD49B8,4 ana Land For Sale Raniban Kathmandu.,"Raniban (Nagarjun), Kathmandu",Kathmandu,Nagarjun,13-20 Ft,4500000.0,4.0,1125000.0,4500000.0,False,False,False,False
HB-F3C9B5,6.25 Ana Land For Sale At Raniban Kathmandu,"Raniban (Nagarjun), Kathmandu",Kathmandu,Nagarjun,13-20 Ft,4500000.0,6.0,4500000.0,27000000.0,False,False,False,False
HB-97F76F,4 Aana Land For Sale At Hattigauda Kathmandu,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,5500000.0,4.0,1375000.0,5500000.0,False,False,False,False
HB-EF1E5B,7 aana Land For Sale At Budhanilkantha Padikot,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,4500000.0,7.0,4500000.0,31500000.0,False,False,False,False
HB-5A04B8,"7.50 aana land for sale, Tushal Baluwatar","120, Dhara Marg 1, टुसाल, बालुवाटार, Kathmandu-04, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,टुसाल,13-20 Ft,7100000.0,7.5,7100000.0,53250000.0,False,False,False,False
HB-2A85CF,2 ropani land for sale Shudal Bhaktapur,"chaukote tol, Changunarayan-08, Dadagau, चाँगुनारायण नगरपालिका, भक्तपुर, बागमती प्रदेश, 44800, नेपाल",Bhaktapur,Chaukote Tol,13-20 Ft,2500000.0,32.0,2500000.0,80000000.0,False,False,False,False
HB-97C1F5,"Land on Sale at Lele Tikabhairab, GJBLOS 3535","Lele (Bajrabarahi), Lalitpur",Lalitpur,Lele,Gravel Road,1300000.0,8.0,1300000.0,10400000.0,False,False,False,False
HB-E98E9A,Land on Sale In Budhanilkantha near Temple,"budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4300000.0,6.0,4300000.0,25800000.0,False,False,False,False
HB-8623A7,"Land on Sale at Lamatar, code no: GJBLOS 3534","Lamatar (Mahalaxmi), Lalitpur",Lalitpur,Lamatar,Above 20 Ft,2900000.0,4.25,2900000.0,12325000.0,False,False,False,False
HB-2D3FD0,Pando bazar heght suryabinayak 7 aana land sale,"Bhaktapur City, Bhaktapur",Bhaktapur,Unknown,Above 20 Ft,3600000.0,7.0,3600000.0,25200000.0,False,False,False,False
HB-8A8463,1 ropani and 2 ropani land for sale at Baluwatar,"Baluwatar, Kathmandu",Kathmandu,Baluwatar,,9000000.0,16.0,9000000.0,144000000.0,False,False,False,False
HB-6B30B3,6 aana 3 pasa land sale bhaktapur jagati,"Jagati, Bhaktapur",Bhaktapur,Jagati,Above 20 Ft,2600000.0,6.0,2600000.0,15600000.0,False,False,False,False
HB-FE0D90,Land on sale at Budhanilkantha At Billionaires Way,"budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,5500000.0,4.0,1375000.0,5500000.0,False,False,False,False
HB-A50075,Land For Sale in Chandragiri,"Baad Bhanjyang Balambu Dahachok Gurjudhara Machhegaun Matatirtha Naya Naikap Purano Naikap Satungal Thankot Tinthana Mahadevsthan, Chandragiri Area, Kathmandu",Kathmandu,Baad Bhanjyang Balambu Dahachok Gurjudhara Machhegaun Matatirtha Naya Naikap Purano Naikap Satungal Thankot Tinthana Mahadevsthan,Pitched Road,4900000.0,40.0,4900000.0,196000000.0,False,False,False,False
HB-DE6FA2,"Land For Sale in Nagarjuna, Ramkot","Dhungeadda Lampati Ravi Bhawan Naya Naikap Balkhu Syuchatar Bafal, Kalanki Area, Kathmandu",Kathmandu,Balkhu,Pitched Road,3000000.0,4.3125,3000000.0,12937500.0,False,False,False,False
HB-323920,land on sale chunikhel lalitpur aana3.5,"Shree Chunidevi Siksha Mandir, एकान्तकुना-टिकाभैरब सडक, Chhampi, Lalitpur-22, Thecho, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44760, नेपाल",Lalitpur,Shree Chunidevi Siksha Mandir,Above 20 Ft,2200000.0,3.0,2200000.0,6600000.0,False,False,False,False
HB-AD7E95,land on sale mahalaxinishta lalitpur 8 aana 3 pais,"Revive Leisure Park, Mahalaxmisthan Road, Tikhidol, Nakhudol, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Revive Leisure Park,13-20 Ft,6800000.0,8.0,6800000.0,54400000.0,False,False,False,False
HB-FB101E,"6 ana Land on sale in Budhanilkantha, 26ft Road","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,6000000.0,6.25,6000000.0,37500000.0,False,False,False,False
HB-115420,nakhipot Kantipur colony ma 5 ana 3 dam ko jagga,"Kantipur Colony, नखिपोट, Lalitpur-14, Duniya Danda Chok, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44700, नेपाल",Lalitpur,Kantipur Colony,,3000000.0,5.0,3000000.0,15000000.0,False,False,False,False
HB-60FDD2,4.50 aana land for sale Panchetar Tokha,"टोखा चण्डेश्वरि, Tokha-02, टोखा नगरपालिका, काठमाडौं, बागमती प्रदेश, 44608, नेपाल",Kathmandu,टोखा चण्डेश्वरि,Above 20 Ft,4000000.0,4.5,4000000.0,18000000.0,False,False,False,False
HB-26E145,5 aana land for sale Panchetar Tokha,"टोखा चण्डेश्वरि, Tokha-02, टोखा नगरपालिका, काठमाडौं, बागमती प्रदेश, 44608, नेपाल",Kathmandu,टोखा चण्डेश्वरि,13-20 Ft,3600000.0,5.0,3600000.0,18000000.0,False,False,False,False
HB-CDBD44,22 aana commercial land for sale Maharajgunj Kathm,"महाराजगञ्ज सडक, नारायण गोपाल चोक, महाराजगंज, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,महाराजगञ्ज सडक,Above 20 Ft,13000000.0,22.0,13000000.0,286000000.0,False,False,False,False
HB-AC0DB7,"960,00,000/ Dhito Land Available in Kitipur","Alliant Insurance Brokrers, 303, थापाथली सडक, थापाथली, Kathmandu-11, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 00779, नेपाल",Kathmandu,Alliant Insurance Brokrers,,96000000.0,42.99780861943024,2232671.9217178584,96000000.0,False,False,False,False
HB-66E0CA,"Land on sale at Budhanilkantha,Kathmandu","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4300000.0,10.0,4300000.0,43000000.0,False,False,False,False
HB-3077D9,"Jagga, Land on sale Kalanki Dahachowk","Dahachok (Chandragiri), Kathmandu",Kathmandu,Chandragiri,Pitched Road,28.0,4.2,2800000.0,11760000.0,False,False,False,False
HB-30D3C9,Sasto Jagga on Sale at Budhanilkantha Exclusive,"budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,2700000.0,3.0,2700000.0,8100000.0,False,False,False,False
HB-0AE952,"7.50 aana land for sale, Maharajgunj Kathmandu","टुसाल, चप्पल कारखाना, Kathmandu-04, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,टुसाल,13-20 Ft,7500000.0,7.5,1000000.0,7500000.0,False,False,False,False
HB-FA296D,"15 AANA LAND ON SALE AT KHUMALTAR, LALITPUR","Khumaltar, Lalitpur",Lalitpur,Khumaltar,,6500000.0,14.0,6500000.0,91000000.0,False,False,False,False
HB-BF7338,5 aana land sale chunikhel lalitpur,"Twatiga Chunikhel Marg, Bungamati, Lalitpur-22, ललितपुर, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44760, नेपाल",Lalitpur,Bungamati,Above 20 Ft,2200000.0,5.0,2200000.0,11000000.0,False,False,False,False
HB-4DB887,"4/5aana land for sale, Chunikhel Sapatar, Budhanil","Budhanilkantha-13, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 21740, नेपाल",Kathmandu,Budhanilkantha,13-20 Ft,2500000.0,4.0,2500000.0,10000000.0,False,False,False,False
HB-102708,land on sale chunikhel Godawaree na.pa. lalitpur,"Twatiga Chunikhel Marg, Bungamati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bungamati,13-20 Ft,2200000.0,3.0,2200000.0,6600000.0,False,False,False,False
HB-4E313A,Land On Sale At Tokha,"Tokha Chandeshwari (Tokha), Kathmandu",Kathmandu,Tokha,Pitched Road,3500000.0,5.0,3500000.0,17500000.0,False,False,False,False
HB-DE3940,Sanepa Kalo Pool Agadi 11 Ana Jagga Bike Ma,"Arun Thapa Murti Chowk, Sanepa, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Sanepa,Full Road,7500000.0,11.0,7500000.0,82500000.0,False,False,False,False
HB-EE1CDF,Balaju Janamaitri Bato Najik 2 Ana 2 Paisa Jagga,"Banasthali, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Thali,Full Road,4200000.0,2.0,2100000.0,4200000.0,False,False,False,False
HB-021A85,"Land on sale at Dhumbharai,Kathmandu","dumbarahi, Dhumbarahi, Kathmandu",Kathmandu,Dumbarahi,Pitched Road,15000000.0,3.25,4615384.615384615,15000000.0,False,False,False,False
HB-EC4CE9,"Land For Sale in Harisiddhi, Lalitpur","Khumaltar Dhapakhel Hattiban, Harisiddhi Area, Lalitpur",Lalitpur,Hattiban,Above 20 Ft,3800000.0,4.0,3800000.0,15200000.0,False,False,False,False
HB-61482E,Residential Land on Sale in Tanglaphat!,"kritipur, Tyangala Phant (Kirtipur), Kathmandu",Kathmandu,Kirtipur,,5000000.0,12.0,5000000.0,60000000.0,False,False,False,False
HB-F7F6DF,Residential Land on Sale in Tanglaphat!,"kritipur, Tyangala Phant (Kirtipur), Kathmandu",Kathmandu,Kirtipur,Pitched Road,5500000.0,4.0,1375000.0,5500000.0,False,False,False,False
HB-92A671,Residential Land on Sale in Tanglaphat,"kritipur, Tyangala Phant (Kirtipur), Kathmandu",Kathmandu,Kirtipur,,5000000.0,4.0,1250000.0,5000000.0,False,False,False,False
HB-938404,Residential Land on Sale in Maitrinagar-Kalanki,"kritipur kritipur, Kirtipur (Kritipur), Kathmandu",Kathmandu,Kirtipur,,4500000.0,16.0,4500000.0,72000000.0,False,False,False,False
HB-4063F0,Land on sale at Budhanilkantha RudreshworBest Deal,"budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4200000.0,4.0,1050000.0,4200000.0,False,False,False,False
HB-1583D4,"Land For Sale in Kirtipur, Salyanthan","Bhatkepati Chobhar Dhalpa Gamcha Salyansthan Tyangala Phant Kirtipur, Kritipur Area, Kathmandu",Kathmandu,Kirtipur,Pitched Road,4000000.0,13.0,4000000.0,52000000.0,False,False,False,False
HB-6BDE87,4.5 Aana Land For Sale At Sukedhara Nelopul,"St. Davis Academy, Sir Raj Bahadur Road, Ananda Nagar, Sukedhara, Budhanilkantha Municipality, Kathmandu",Kathmandu,St. Davis Academy,,7200000.0,4.5,1600000.0,7200000.0,False,False,False,False
HB-F36B4C,Land On Sale At Pasikot Budhanilkantha,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,4600000.0,20.0,4600000.0,92000000.0,False,False,False,False
HB-9AF1E1,"12 ana Land on sale in Jhamsikhel, 22ft Road","jamsikhel, Jhamsikhel, Lalitpur",Lalitpur,Jhamsikhel,Above 20 Ft,9500000.0,12.0,9500000.0,114000000.0,False,False,False,False
HB-E7EA0A,"24 ana land on sale near sumeru hospital,26ft road","Lalitpur City, Lalitpur",Lalitpur,Unknown,Above 20 Ft,15000000.0,24.0,625000.0,15000000.0,False,False,False,False
HB-7B204C,"9 ana land on sale in Sanepa, 20ft pitched road","Sanepa, Lalitpur",Lalitpur,Sanepa,Pitched Road,11500000.0,9.0,1277777.7777777778,11500000.0,False,False,False,False
HB-673955,"Land on Sale at Kupondol, code no: GJBLOS 3530","kopondole kopundole kupondole, Kupandol, Lalitpur",Lalitpur,Kopondole Kopundole Kupondole,Above 20 Ft,8500000.0,32.125,8500000.0,273062500.0,False,False,False,False
HB-153EB4,"Land For sale in Kirtipur, Panga","Bhatkepati Chobhar Dhalpa Gamcha Salyansthan Tyangala Phant Kirtipur, Kritipur Area, Kathmandu",Kathmandu,Kirtipur,Pitched Road,3500000.0,3.25,1076923.076923077,3500000.0,False,False,False,False
HB-569787,East Face Land On Sale Near Kagaj Karkhana Bhangal,"bangal, Bhangal (Budhanilkantha), Kathmandu",Kathmandu,Bangal,Gravel Road,4650000.0,4.0,1162500.0,4650000.0,False,False,False,False
HB-CAEEB4,"Land For Sale in Sallaghari, Bhaktapur","Nikosera Kamerotar Sallaghari, Radhe Radhe Area, Bhaktapur",Bhaktapur,Nikosera Kamerotar Sallaghari,Pitched Road,2800000.0,4.75,2800000.0,13300000.0,False,False,False,False
HB-39F511,Land for sale,"Katunje Nikosera Kamerotar Dudhpati Naya Thimi, Sallaghari Area, Bhaktapur",Bhaktapur,Katunje Nikosera Kamerotar Dudhpati Naya Thimi,Above 20 Ft,4000000.0,24.0,4000000.0,96000000.0,False,False,False,False
HB-D55300,Land For Sale At Budhanilkantha Bhangal,"Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Golphutar,13-20 Ft,4300000.0,5.0,4300000.0,21500000.0,False,False,False,False
HB-04AFB1,"Land For Sale At Budhanilkantha,Upper Bhangal","Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,3800000.0,4.0,3800000.0,15200000.0,False,False,False,False
HB-648713,Land For Sale in Pandu Bazar Height,"Balkot Sano Thimi Madhyapur Thimi Naya Thimi, Gathaghar Area, Bhaktapur",Bhaktapur,Balkot Sano Thimi Madhyapur Thimi Naya Thimi,Pitched Road,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
HB-AF5AC7,Land for sale in Pandu Bazar Height,"Balkot Dadhikot Sirutar Gamcha Patletar Gundu, Ananta Area, Bhaktapur",Bhaktapur,Balkot Dadhikot Sirutar Gamcha Patletar Gundu,Pitched Road,3300000.0,3.9375,3300000.0,12993750.0,False,False,False,False
HB-E11DEA,"52 aana land for sale,Gongabu Tokha","Tokha-11, टोखा, टोखा नगरपालिका, काठमाडौं, बागमती प्रदेश, 00971, नेपाल",Kathmandu,Tokha,Above 20 Ft,6000000.0,52.0,6000000.0,312000000.0,False,False,False,True
HB-D6D4B0,"6 ropani land for sale,Shamakhusi Tokha","F81, Tokha-11, टोखा, टोखा नगरपालिका, काठमाडौं, बागमती प्रदेश, 00971, नेपाल",Kathmandu,Tokha,13-20 Ft,5500000.0,96.0,5500000.0,528000000.0,False,True,False,True
HB-2258B0,"Land for sale in Balkot, Kapur Marg","Gathaghar Naya Thimi Nikosera Bode Kamerotar Radhe Radhe Balkot, Madhyapur Thimi Area, Bhaktapur",Bhaktapur,Gathaghar Naya Thimi Nikosera Bode Kamerotar Radhe Radhe Balkot,Above 20 Ft,4300000.0,3.75,1146666.6666666667,4300000.0,False,False,False,False
