district,property_type,property_face,road_type,municipality,ward_no,neighborhood,price_per_aana,land_size_aana,road_width_feet,facing_road_width,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,public_transport_m,police_station_m,ring_road_m,ring_road_proximity,comm_road_premium,is_corner_plot
Kathmandu,Semi-commercial,North-East,High Access,Kathmandu,10,Baneshwor,9000000.0,5.0,30.0,55.0,1000.0,3000.0,100.0,1000.0,100.0,100.0,500.0,400.0,0.16683457378359495,0.0,1
Kathmandu,Semi-commercial,South,High Access,Kathmandu,5,Premium_Zone,9500000.0,14.0,18.0,55.0,1000.0,3000.0,500.0,1000.0,100.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,North,High Access,Budhanilkantha,2,Budhanilkantha,3500000.0,19.0,20.0,92.0,300.0,10000.0,50.0,2000.0,50.0,200.0,200.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,West,High Access,Unknown,9,Naikap,2200000.0,9.0,20.0,60.0,500.0,12000.0,400.0,2000.0,200.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,East,High Access,Shankarapur,8,Sankhu,1800000.0,32.0,26.0,28.0,1000.0,7000.0,500.0,4000.0,500.0,500.0,500.0,13000.0,0.10556561386209319,0.0,0
Kathmandu,Residential,South-East,High Access,Shankarapur,8,Sankhu,2200000.0,50.0,13.0,28.0,2000.0,7000.0,500.0,4000.0,500.0,500.0,1000.0,12000.0,0.10646514650027929,0.0,1
Kathmandu,Residential,South-East,High Access,Kageshwori Manohara,4,Kageshwari-Manohara,2600000.0,10.0,13.0,43.0,3000.0,7000.0,500.0,8000.0,1000.0,500.0,1000.0,8000.0,0.1112678527400893,0.0,1
Kathmandu,Semi-commercial,East,High Access,Budhanilkantha,10,Kapan,6000000.0,4.16,13.0,68.0,300.0,4000.0,200.0,500.0,200.0,400.0,200.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,West,High Access,Kathmandu,3,Dhapasi,6200000.0,6.5,13.0,29.0,1500.0,9000.0,100.0,5000.0,500.0,100.0,1700.0,8000.0,0.1112678527400893,0.0,0
Kathmandu,Residential,South-East,High Access,Kathmandu,15,Kirtipur,2500000.0,22.0,13.0,55.0,500.0,11000.0,400.0,2000.0,200.0,100.0,1700.0,700.0,0.1526133225995339,0.0,1
Kathmandu,Residential,West,High Access,Budhanilkantha,6,Hattigauda,3500000.0,7.5,13.0,29.0,1500.0,10000.0,200.0,5000.0,500.0,400.0,1700.0,8000.0,0.1112678527400893,0.0,0
Kathmandu,Commercial,West,High Access,Budhanilkantha,9,Hattigauda,8700000.0,4.5,37.0,35.0,400.0,5000.0,300.0,3000.0,200.0,200.0,1500.0,100.0,0.21667906533553166,37.0,0
Kathmandu,Semi-commercial,South,High Access,Tarkeshwor,3,Tarkeshwor,1700000.0,22.0,26.0,90.0,6000.0,15000.0,1000.0,12000.0,1000.0,1000.0,500.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Residential,North,Low Access,Tokha,3,Tokha,2600000.0,4.0,13.0,55.0,300.0,14000.0,200.0,500.0,200.0,200.0,200.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,West,Low Access,Budhanilkantha,2,Bhangal,4000000.0,5.12,13.0,29.0,1500.0,13000.0,200.0,5000.0,500.0,200.0,1700.0,8000.0,0.1112678527400893,0.0,0
Kathmandu,Residential,East,Low Access,Budhanilkantha,7,Budhanilkantha,6800000.0,4.25,13.0,92.0,200.0,7000.0,200.0,1000.0,200.0,200.0,200.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Residential,South,High Access,Kathmandu,9,Premium_Zone,9000000.0,1.5,13.0,9.0,300.0,400.0,100.0,300.0,300.0,200.0,300.0,50.0,0.25433477814404226,0.0,0
Kathmandu,Commercial,South,High Access,Budhanilkantha,7,Budhanilkantha,5800000.0,9.0,26.0,46.0,1000.0,9000.0,200.0,3000.0,500.0,100.0,500.0,2500.0,0.12780457668621606,26.0,0
Kathmandu,Residential,East,High Access,Kathmandu,28,Premium_Zone,7500000.0,15.0,22.0,35.0,500.0,2000.0,100.0,1000.0,100.0,400.0,400.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Residential,East,High Access,Kathmandu,28,Premium_Zone,9000000.0,4.5,12.0,13.0,500.0,2000.0,100.0,1500.0,300.0,200.0,400.0,100.0,0.21667906533553166,0.0,0
Kathmandu,Residential,North-East,High Access,Budhanilkantha,6,Budhanilkantha,5000000.0,7.0,13.0,40.0,800.0,7000.0,300.0,600.0,200.0,300.0,1500.0,200.0,0.18856166434639035,0.0,1
Kathmandu,Residential,South-East,High Access,Kathmandu,3,Baluwatar,9000000.0,22.5,20.0,27.0,1000.0,8000.0,500.0,5000.0,300.0,100.0,100.0,100.0,0.21667906533553166,0.0,1
Kathmandu,Residential,North-East,High Access,Kathmandu,14,Bafal,7000000.0,4.0,16.0,30.0,1000.0,8000.0,400.0,2000.0,200.0,200.0,1700.0,1000.0,0.1447438839476537,0.0,1
Kathmandu,Commercial,North,High Access,Kathmandu,31,Old Baneshowr,9900000.0,6.5,40.0,13.0,100.0,1000.0,100.0,100.0,100.0,50.0,100.0,100.0,0.21667906533553166,40.0,0
Kathmandu,Commercial,North,High Access,Kathmandu,11,Premium_Zone,7500000.0,15.0,13.0,60.0,100.0,2000.0,100.0,100.0,100.0,50.0,100.0,50.0,0.25433477814404226,13.0,0
Kathmandu,Commercial,West,Low Access,Kathmandu,14,Chabahil,9500000.0,2.5,8.0,29.0,400.0,5500.0,50.0,5000.0,500.0,100.0,1700.0,150.0,0.19931118704250333,8.0,0
Kathmandu,Residential,South-West,High Access,Kathmandu,4,Baluwatar,9500000.0,7.0,13.0,29.0,1500.0,7000.0,100.0,5000.0,500.0,400.0,1700.0,1000.0,0.1447438839476537,0.0,1
Kathmandu,Residential,North,High Access,Mahalaxmi,7,High_Zone,6500000.0,6.5,16.0,50.0,100.0,2000.0,100.0,100.0,100.0,100.0,100.0,100.0,0.21667906533553166,0.0,0
Kathmandu,Residential,South-East,Low Access,Budhanilkantha,1,Budhanilkantha,4000000.0,30.0,13.0,92.0,4000.0,12000.0,200.0,5000.0,200.0,200.0,200.0,5000.0,0.1174068144882187,0.0,1
Kathmandu,Residential,West,High Access,Nagarjun,7,Nagarjun,1700000.0,13.0,20.0,20.0,1000.0,8000.0,500.0,5000.0,100.0,200.0,1700.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,North-East,Low Access,Kathmandu,4,Baluwatar,5800000.0,9.5,8.0,29.0,1500.0,6000.0,150.0,5000.0,500.0,150.0,1700.0,1000.0,0.1447438839476537,0.0,1
Kathmandu,Residential,South,Low Access,Budhanilkantha,1,Chapali,4500000.0,10.0,13.0,29.0,8000.0,12000.0,200.0,5000.0,500.0,500.0,1700.0,8000.0,0.1112678527400893,0.0,0
Kathmandu,Residential,North,High Access,Gokarneshwor,5,Jorpati,5500000.0,4.25,8.0,55.0,1000.0,4000.0,500.0,1000.0,100.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,North,High Access,Kathmandu,14,Kalanki,5500000.0,4.0,10.0,55.0,1000.0,7000.0,500.0,1000.0,100.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,North-East,High Access,Kathmandu,31,Baneshwor,8500000.0,8.0,13.0,30.0,1000.0,2000.0,100.0,500.0,100.0,100.0,1700.0,500.0,0.1608594760130434,0.0,1
Kathmandu,Residential,South-East,High Access,Kageshwori Manohara,9,Kadaghari,4500000.0,43.5,10.0,40.0,1200.0,3500.0,400.0,3000.0,200.0,300.0,350.0,3000.0,0.12489538691450888,0.0,1
Kathmandu,Residential,South-East,High Access,Kageshwori Manohara,9,Kadaghari,4200000.0,5.69,13.0,38.0,2500.0,7900.0,300.0,5400.0,400.0,300.0,1000.0,5400.0,0.11635565613466622,0.0,1
Kathmandu,Residential,West,High Access,Tarkeshwor,11,Tarkeshwor,7000000.0,7.0,26.0,40.0,200.0,8000.0,200.0,2000.0,1000.0,50.0,300.0,1500.0,0.13672620632778687,0.0,0
Kathmandu,Residential,South,High Access,Tarkeshwor,6,Tarkeshwor,2800000.0,3.5,13.0,20.0,1000.0,9000.0,500.0,3000.0,1000.0,200.0,1000.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Semi-commercial,South-West,High Access,Kageshwori Manohara,7,Mulpani,4000000.0,4.75,18.0,66.0,400.0,5000.0,200.0,4500.0,400.0,200.0,1000.0,4500.0,0.11887701816768416,0.0,1
Kathmandu,Commercial,South,High Access,Budhanilkantha,11,Kapan,4500000.0,8.0,20.0,29.0,3500.0,9000.0,100.0,5000.0,500.0,50.0,1700.0,8000.0,0.1112678527400893,20.0,0
Kathmandu,Commercial,East,Low Access,Budhanilkantha,8,Chapali,3700000.0,9.0,16.0,29.0,3000.0,9000.0,500.0,5000.0,500.0,500.0,1700.0,8000.0,0.1112678527400893,16.0,0
Kathmandu,Residential,South-West,Low Access,Kathmandu,6,Boudha,5200000.0,5.0,8.0,28.0,900.0,7000.0,500.0,4000.0,300.0,200.0,500.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,East,High Access,Unknown,13,Boudha,5500000.0,8.0,13.0,45.0,500.0,600.0,300.0,500.0,200.0,500.0,300.0,300.0,0.1752200244275466,0.0,0
Kathmandu,Residential,North-West,Low Access,Unknown,3,Budget_Zone,2500000.0,4.5,13.0,28.0,500.0,18000.0,400.0,2000.0,200.0,100.0,1700.0,11000.0,0.10746053978060788,0.0,1
Kathmandu,Residential,South,High Access,Kathmandu,17,High_Zone,6000000.0,1.62,5.0,5.0,1000.0,8000.0,500.0,5000.0,100.0,200.0,1700.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,North,High Access,Kathmandu,32,Premium_Zone,7200000.0,6.75,13.0,36.0,1000.0,8000.0,500.0,5000.0,100.0,200.0,1700.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,South-East,High Access,Tarkeshwor,10,Tarkeshwor,3500000.0,5.0,8.0,55.0,1000.0,8000.0,1000.0,5000.0,500.0,50.0,500.0,2000.0,0.13155467320159442,0.0,1
Kathmandu,Residential,North,High Access,Chandragiri,11,Chandragiri,4500000.0,10.0,13.0,60.0,300.0,18000.0,200.0,2000.0,500.0,300.0,200.0,200.0,0.18856166434639035,0.0,0
Kathmandu,Residential,West,Low Access,Kageshwori Manohara,2,Kageshwari-Manohara,3000000.0,4.25,20.0,28.0,8100.0,10000.0,500.0,4000.0,500.0,500.0,500.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,East,Low Access,Kageshwori Manohara,2,Kageshwari-Manohara,3000000.0,6.0,20.0,28.0,8100.0,10000.0,500.0,4000.0,500.0,500.0,500.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,North-East,Low Access,Kageshwori Manohara,2,Kageshwari-Manohara,2000000.0,18.0,20.0,28.0,1000.0,7000.0,500.0,4000.0,500.0,500.0,500.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,South,Low Access,Budhanilkantha,4,Budhanilkantha,4600000.0,4.46,13.0,28.0,800.0,8000.0,100.0,3000.0,100.0,800.0,900.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,South-West,Low Access,Budhanilkantha,8,Budhanilkantha,4600000.0,4.0,20.0,28.0,800.0,7000.0,200.0,3000.0,500.0,800.0,800.0,2000.0,0.13155467320159442,0.0,1
Kathmandu,Residential,West,High Access,Kathmandu,16,Raniban,4000000.0,4.12,10.0,30.0,1000.0,8000.0,500.0,5000.0,100.0,200.0,1700.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,West,Low Access,Budhanilkantha,6,Budhanilkantha,4000000.0,4.62,20.0,28.0,800.0,8000.0,600.0,3000.0,500.0,500.0,500.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,North,Low Access,Nagarjun,7,Ramkot,3800000.0,5.5,13.0,30.0,500.0,11000.0,400.0,2000.0,200.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Commercial,East,High Access,Gokarneshwor,7,Gokarneshwor,7500000.0,6.5,50.0,28.0,1000.0,6000.0,500.0,4000.0,500.0,500.0,500.0,4000.0,0.12056473085830295,50.0,0
Kathmandu,Residential,South,High Access,Nagarjun,6,Ramkot,2500000.0,4.0,20.0,25.0,500.0,11500.0,400.0,2000.0,200.0,150.0,1700.0,3500.0,0.1225369473015127,0.0,0
Kathmandu,Residential,North,High Access,Tarkeshwor,5,Mid_Zone,4000000.0,3.93,13.0,32.0,2000.0,8000.0,500.0,3000.0,500.0,50.0,1000.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,West,High Access,Budhanilkantha,1,Budhanilkantha,6000000.0,40.0,22.0,100.0,1000.0,9000.0,200.0,3000.0,500.0,500.0,800.0,6000.0,0.11494673815138318,0.0,0
Kathmandu,Residential,South-West,High Access,Budhanilkantha,3,Budhanilkantha,3500000.0,50.0,18.0,100.0,1000.0,10000.0,200.0,5000.0,800.0,800.0,800.0,6000.0,0.11494673815138318,0.0,1
Kathmandu,Residential,East,Low Access,Gokarneshwor,13,Mid_Zone,4000000.0,5.43,16.0,36.0,500.0,6000.0,200.0,500.0,200.0,300.0,1500.0,500.0,0.1608594760130434,0.0,0
Kathmandu,Commercial,North,High Access,Kathmandu,33,Tinkune,8700000.0,12.0,22.0,40.0,500.0,5200.0,50.0,500.0,50.0,100.0,500.0,500.0,0.1608594760130434,22.0,0
Kathmandu,Residential,North-East,Low Access,Kageshwori Manohara,6,Jorpati,4100000.0,4.0,13.0,30.0,1000.0,6000.0,500.0,4000.0,500.0,500.0,500.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,East,Low Access,Tarkeshwor,1,Sangla,2500000.0,4.0,20.0,32.0,3000.0,10000.0,1000.0,5000.0,1000.0,700.0,700.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,North,High Access,Unknown,7,Raniban,5600000.0,7.5,20.0,35.0,1000.0,10000.0,50.0,2000.0,50.0,50.0,100.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,North,High Access,Kathmandu,3,Bansbari,6500000.0,8.0,13.0,29.0,250.0,5500.0,250.0,5000.0,500.0,250.0,1700.0,8000.0,0.1112678527400893,0.0,0
Kathmandu,Residential,North-East,High Access,Kathmandu,9,High_Zone,5500000.0,5.5,10.0,55.0,300.0,300.0,300.0,700.0,200.0,100.0,400.0,300.0,0.1752200244275466,0.0,1
Kathmandu,Residential,East,Low Access,Nagarjun,6,Nagarjun,3500000.0,15.12,11.0,37.0,1000.0,7000.0,100.0,1500.0,200.0,200.0,500.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Residential,South,Low Access,Budhanilkantha,11,Kapan,5500000.0,4.0,26.0,40.0,400.0,5000.0,300.0,3000.0,250.0,300.0,1500.0,350.0,0.170625571701647,0.0,0
Kathmandu,Residential,North-West,Low Access,Budhanilkantha,11,Kapan,2900000.0,5.0,16.0,45.0,1000.0,6000.0,300.0,5000.0,400.0,1000.0,500.0,1500.0,0.13672620632778687,0.0,1
Kathmandu,Residential,East,Low Access,Tarkeshwor,6,Tarkeshwor,2800000.0,48.0,13.0,27.0,1000.0,7000.0,100.0,3000.0,100.0,100.0,200.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Commercial,South,High Access,Nagarjun,6,Sitapaila,5800000.0,10.0,30.0,43.0,1000.0,10000.0,500.0,2000.0,500.0,100.0,500.0,1700.0,0.13442718359379177,30.0,0
Kathmandu,Residential,South,High Access,Kathmandu,31,Baneshwor,7000000.0,4.0,8.0,21.0,100.0,1000.0,100.0,1000.0,100.0,100.0,100.0,300.0,0.1752200244275466,0.0,0
Kathmandu,Residential,East,High Access,Kathmandu,10,Mid Baneshowr,6000000.0,7.0,10.0,32.0,400.0,1000.0,100.0,1000.0,100.0,300.0,100.0,500.0,0.1608594760130434,0.0,0
Kathmandu,Commercial,North,High Access,Kathmandu,31,Old Baneshowr,9100000.0,4.0,10.0,25.0,100.0,1000.0,100.0,100.0,100.0,50.0,100.0,1000.0,0.1447438839476537,10.0,0
Kathmandu,Residential,East,High Access,Shankarapur,9,Kageshwari-Manohara,2500000.0,5.25,20.0,35.0,1000.0,7000.0,500.0,4000.0,1000.0,500.0,500.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Semi-commercial,South-East,High Access,Kathmandu,6,Boudha,5800000.0,6.0,16.0,30.0,1000.0,5000.0,500.0,2000.0,500.0,500.0,500.0,2000.0,0.13155467320159442,0.0,1
Kathmandu,Residential,South,Low Access,Kageshwori Manohara,8,Gothatar,3900000.0,6.18,10.0,10.0,4700.0,6300.0,400.0,4600.0,500.0,150.0,900.0,2500.0,0.12780457668621606,0.0,0
Kathmandu,Commercial,East,High Access,Tarkeshwor,2,Tarkeshwor,6000000.0,8.5,26.0,90.0,500.0,7000.0,200.0,3000.0,100.0,50.0,1500.0,3000.0,0.12489538691450888,26.0,0
Kathmandu,Semi-commercial,North,High Access,Budhanilkantha,10,Kapan,4000000.0,10.0,20.0,43.0,500.0,6000.0,200.0,300.0,200.0,500.0,1500.0,600.0,0.1562843108887373,0.0,0
Kathmandu,Residential,North-East,High Access,Kathmandu,8,Kalanki,2500000.0,7.25,13.0,30.0,500.0,15000.0,300.0,2000.0,200.0,500.0,1000.0,800.0,0.14956936854011055,0.0,1
Kathmandu,Residential,North,Low Access,Budhanilkantha,10,Kapan,5500000.0,4.5,13.0,30.0,1000.0,6000.0,200.0,3000.0,50.0,100.0,50.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,North,Low Access,Tarkeshwor,6,Tarkeshwor,4300000.0,4.12,22.0,30.0,1000.0,6000.0,200.0,3000.0,100.0,50.0,1500.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,East,Low Access,Tarkeshwor,5,Tarkeshwor,2400000.0,3.75,13.0,28.0,300.0,8000.0,200.0,4000.0,200.0,200.0,500.0,3500.0,0.1225369473015127,0.0,0
Kathmandu,Residential,South-East,High Access,Kageshwori Manohara,9,Kageshwari-Manohara,2500000.0,4.0,13.0,30.0,1000.0,7000.0,500.0,4000.0,1000.0,500.0,500.0,9000.0,0.10982866664979875,0.0,1
Kathmandu,Residential,North-West,High Access,Kageshwori Manohara,1,Kageshwari-Manohara,1900000.0,4.25,26.0,28.0,1000.0,9000.0,500.0,4000.0,1000.0,50.0,500.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,West,High Access,Kathmandu,8,Chandragiri,3500000.0,3.25,13.0,32.0,1000.0,15000.0,300.0,2000.0,200.0,300.0,1000.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,South,High Access,Tarkeshwor,2,Tarkeshwor,2500000.0,8.0,26.0,30.0,2000.0,10000.0,1000.0,4000.0,1000.0,1000.0,1000.0,5000.0,0.1174068144882187,0.0,0
Kathmandu,Residential,West,Low Access,Tarkeshwor,6,Mid_Zone,4500000.0,10.0,10.0,100.0,1000.0,8000.0,500.0,2000.0,1000.0,100.0,1000.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,South-East,Low Access,Budhanilkantha,8,Budhanilkantha,3500000.0,6.31,20.0,35.0,1000.0,7000.0,500.0,2000.0,500.0,500.0,500.0,2000.0,0.13155467320159442,0.0,1
Kathmandu,Residential,South-East,High Access,Kageshwori Manohara,5,Thali,2800000.0,7.0,13.0,28.0,1000.0,8000.0,500.0,6000.0,500.0,500.0,500.0,6000.0,0.11494673815138318,0.0,1
Kathmandu,Residential,East,Low Access,Kageshwori Manohara,5,Thali,3500000.0,16.0,13.0,28.0,1000.0,7000.0,500.0,6000.0,500.0,500.0,500.0,6000.0,0.11494673815138318,0.0,0
Kathmandu,Commercial,East,High Access,Kageshwori Manohara,6,Mulpani,6500000.0,16.0,40.0,35.0,1000.0,7000.0,500.0,4000.0,1000.0,50.0,1000.0,5000.0,0.1174068144882187,40.0,0
Kathmandu,Residential,East,High Access,Kathmandu,1,Baluwatar,9000000.0,32.0,12.0,54.0,3000.0,5000.0,100.0,4000.0,150.0,200.0,200.0,250.0,0.18098063833245323,0.0,0
Kathmandu,Residential,South,High Access,Kathmandu,29,Premium_Zone,7600000.0,4.5,7.0,30.0,100.0,4400.0,100.0,1600.0,100.0,100.0,100.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Commercial,East,High Access,Nagarjun,1,Raniban,5500000.0,9.93,18.0,48.0,450.0,9500.0,100.0,300.0,250.0,250.0,100.0,4000.0,0.12056473085830295,18.0,0
Kathmandu,Commercial,East,High Access,Budhanilkantha,3,Budhanilkantha,6500000.0,24.0,20.0,28.0,500.0,6000.0,200.0,800.0,100.0,300.0,300.0,200.0,0.18856166434639035,20.0,0
Kathmandu,Residential,East,High Access,Tarkeshwor,5,Tarkeshwor,1900000.0,3.0,13.0,32.0,500.0,6000.0,200.0,1500.0,100.0,100.0,500.0,1000.0,0.1447438839476537,0.0,0
Kathmandu,Residential,South,Low Access,Tarkeshwor,7,Tarkeshwor,3500000.0,3.75,13.0,37.0,200.0,6000.0,100.0,2000.0,100.0,100.0,300.0,1500.0,0.13672620632778687,0.0,0
Kathmandu,Residential,North,High Access,Tarkeshwor,4,Tarkeshwor,3300000.0,6.25,8.0,50.0,1000.0,6000.0,100.0,1500.0,200.0,100.0,1000.0,1500.0,0.13672620632778687,0.0,0
Kathmandu,Residential,South-West,Low Access,Chandragiri,1,Budget_Zone,4000000.0,3.5,13.0,24.0,500.0,15000.0,100.0,2000.0,200.0,100.0,1700.0,6000.0,0.11494673815138318,0.0,1
Kathmandu,Residential,North-West,High Access,Kageshwori Manohara,6,Mulpani,3400000.0,6.0,20.0,32.0,3000.0,6000.0,200.0,3000.0,200.0,200.0,1500.0,250.0,0.18098063833245323,0.0,1
Kathmandu,Semi-commercial,South,Low Access,Tarkeshwor,6,Tarkeshwor,2700000.0,5.0,20.0,54.0,3000.0,5000.0,100.0,4000.0,150.0,200.0,200.0,250.0,0.18098063833245323,0.0,0
Kathmandu,Residential,West,High Access,Tokha,6,Basundhara,6000000.0,6.5,10.0,45.0,500.0,6000.0,300.0,1000.0,200.0,300.0,500.0,300.0,0.1752200244275466,0.0,0
Kathmandu,Residential,North-East,Low Access,Tokha,3,Tokha,3200000.0,12.0,13.0,70.0,1000.0,8000.0,500.0,1000.0,500.0,500.0,1000.0,4000.0,0.12056473085830295,0.0,1
Kathmandu,Residential,South,High Access,Kageshwori Manohara,6,Mulpani,3300000.0,3.5,13.0,30.0,1000.0,8000.0,500.0,6000.0,500.0,500.0,500.0,6000.0,0.11494673815138318,0.0,0
Kathmandu,Residential,South-East,High Access,Kageshwori Manohara,6,Mulpani,3200000.0,3.25,13.0,36.0,1000.0,8000.0,500.0,6000.0,500.0,500.0,500.0,6000.0,0.11494673815138318,0.0,1
Kathmandu,Residential,South-East,Low Access,Kageshwori Manohara,6,Mulpani,3200000.0,3.68,13.0,35.0,1000.0,8000.0,500.0,6000.0,500.0,500.0,500.0,6000.0,0.11494673815138318,0.0,1
Kathmandu,Residential,West,High Access,Tarkeshwor,7,Tarkeshwor,3800000.0,7.37,32.0,64.0,2000.0,6000.0,100.0,2000.0,100.0,50.0,100.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,East,High Access,Tarkeshwor,4,Tarkeshwor,3500000.0,5.56,12.0,30.0,200.0,6000.0,100.0,2000.0,100.0,50.0,500.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,South-East,Low Access,Shankarapur,9,Kageshwari-Manohara,4500000.0,4.5,10.0,24.0,5000.0,7000.0,500.0,5000.0,500.0,300.0,1500.0,3000.0,0.12489538691450888,0.0,1
Kathmandu,Commercial,South,High Access,Tarkeshwor,4,Mid_Zone,5500000.0,5.0,32.0,32.0,2000.0,8000.0,500.0,5000.0,1000.0,200.0,200.0,5000.0,0.1174068144882187,32.0,0
Kathmandu,Residential,South-East,Low Access,Gokarneshwor,9,Gokarneshwor,4500000.0,3.31,10.0,35.0,1800.0,6000.0,200.0,3000.0,700.0,2000.0,2000.0,2000.0,0.13155467320159442,0.0,1
Kathmandu,Residential,East,High Access,Tokha,8,Tokha,6500000.0,8.0,15.0,32.0,1000.0,7000.0,500.0,1000.0,100.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,South,High Access,Tarkeshwor,9,Manmaiju,3300000.0,3.0,7.0,26.0,1000.0,8000.0,200.0,2000.0,500.0,100.0,1000.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,East,High Access,Budhanilkantha,6,Hattigauda,3700000.0,10.0,14.0,75.0,1000.0,7000.0,500.0,2000.0,500.0,1000.0,1000.0,3000.0,0.12489538691450888,0.0,0
Kathmandu,Residential,South,High Access,Tarkeshwor,8,Budget_Zone,4000000.0,5.0,13.0,28.0,1000.0,8000.0,500.0,2000.0,500.0,200.0,200.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Semi-commercial,South-West,High Access,Kathmandu,15,Chamati,7200000.0,5.0,13.0,35.0,1000.0,7000.0,100.0,1000.0,500.0,500.0,500.0,500.0,0.1608594760130434,0.0,1
Kathmandu,Residential,East,High Access,Kageshwori Manohara,6,Mulpani,4200000.0,4.0,13.0,32.0,1000.0,4000.0,500.0,5000.0,500.0,500.0,500.0,6000.0,0.11494673815138318,0.0,0
Kathmandu,Residential,North,High Access,Kageshwori Manohara,6,Mulpani,3200000.0,3.75,13.0,24.0,1000.0,7000.0,500.0,5000.0,500.0,500.0,500.0,6000.0,0.11494673815138318,0.0,0
Kathmandu,Residential,South,Low Access,Budhanilkantha,10,Kapan,4500000.0,5.5,10.0,40.0,1000.0,3000.0,100.0,1000.0,200.0,200.0,1500.0,200.0,0.18856166434639035,0.0,0
Kathmandu,Commercial,East,High Access,Kageshwori Manohara,6,Jorpati,4000000.0,4.0,20.0,30.0,1000.0,7000.0,500.0,4000.0,500.0,500.0,500.0,4000.0,0.12056473085830295,20.0,0
Kathmandu,Residential,West,Low Access,Kageshwori Manohara,6,Gothatar,3600000.0,4.25,10.0,38.0,1000.0,6500.0,400.0,4600.0,500.0,500.0,600.0,4800.0,0.11797211351507844,0.0,0
Kathmandu,Residential,East,High Access,Kageshwori Manohara,6,Mulpani,3100000.0,3.0,13.0,28.0,400.0,6500.0,300.0,3600.0,300.0,250.0,400.0,4000.0,0.12056473085830295,0.0,0
Kathmandu,Residential,West,Low Access,Budhanilkantha,7,Budhanilkantha,3700000.0,4.0,13.0,40.0,1000.0,6000.0,50.0,2000.0,50.0,50.0,50.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Residential,South,Low Access,Budhanilkantha,13,Budhanilkantha,3200000.0,4.0,10.0,28.0,2000.0,8000.0,500.0,6000.0,800.0,800.0,800.0,5000.0,0.1174068144882187,0.0,0
Kathmandu,Semi-commercial,East,High Access,Budhanilkantha,10,Budhanilkantha,4600000.0,3.0,13.0,36.0,500.0,6000.0,200.0,5000.0,300.0,200.0,500.0,100.0,0.21667906533553166,0.0,0
Kathmandu,Commercial,West,High Access,Budhanilkantha,6,Kapan,4700000.0,10.0,14.0,45.0,2000.0,5000.0,300.0,4000.0,200.0,1500.0,1500.0,500.0,0.1608594760130434,14.0,0
Kathmandu,Residential,South,High Access,Tokha,3,Megacity,2600000.0,5.5,20.0,35.0,2000.0,8000.0,500.0,3000.0,1000.0,1000.0,1000.0,2000.0,0.13155467320159442,0.0,0
Kathmandu,Commercial,South,High Access,Tarkeshwor,2,Kavresthali,4000000.0,12.0,36.0,40.0,3000.0,8000.0,500.0,4000.0,1000.0,200.0,1000.0,4000.0,0.12056473085830295,36.0,0
